Protein	hpt_T1_rep1	hpt_T1_rep2	hpt_T1_rep3	hpt_T1_rep4	hpt_T2_rep1	hpt_T2_rep2	hpt_T2_rep3	hpt_T2_rep4	hpt_T3_rep1	hpt_T3_rep2	hpt_T3_rep3	hpt_T3_rep4	LL1210_T1_rep1	LL1210_T1_rep2	LL1210_T1_rep3	LL1210_T1_rep4	LL1210_T2_rep1	LL1210_T2_rep2	LL1210_T2_rep3	LL1210_T2_rep4	LL1210_T3_rep1	LL1210_T3_rep2	LL1210_T3_rep3	LL1210_T3_rep4	LL1210_T4_rep1	LL1210_T4_rep2	LL1210_T4_rep3	LL1210_T4_rep4
WP_003514305.1	31.25686	30.81503	31.04831	30.71312	31.1814	30.98308	31.00551	31.26584	29.83772	31.02403	31.03632	31.60957	30.67544	30.79771	30.85456	30.75989	30.68303	30.69324	30.70261	30.83435	30.09391	30.32231	30.21272	30.45689	30.15177	30.46273	30.30253	30.39055
WP_003517903.1	29.10644	29.55295	29.41215	29.04978	29.05137	29.30951	28.85654	28.69738	29.48939	29.07618	29.10561	29.81317	27.942	29.07328	28.84442	28.1981	28.55935	29.02456	29.00193	29.11034	29.18532	28.9665	29.27183	29.31165	29.13024	29.01103	29.07027	29.22062
WP_003518259.1	24.86748	25.30089	25.9745	25.20343	25.22596	24.4511	24.10622	23.71605	19.25349	24.24741	24.27354	23.98784	23.98037	24.39877	23.66431	24.51835	24.39936	22.95517	24.51866	24.33437	24.75416	24.49954	24.74125	24.88328	24.27264	23.82544	24.83737	24.0001
WP_003516564.1	24.26272	19.62524	19.6938	24.86396	23.65055	23.95003	22.96285	20.70204	24.27265	23.70063	20.0748	20.0707	24.64348	19.52391	23.33978	24.51264	24.42679	23.15209	24.29415	25.48888	19.25065	25.51086	25.43334	24.38113	24.60945	24.2466	25.74641	24.76144
ADU73504.1	30.93665	31.12607	30.64003	30.78839	30.52308	30.95834	30.86715	30.9162	29.72859	30.16419	31.18725	30.88261	31.04928	31.01532	31.08907	31.03046	31.45665	31.5526	31.19856	31.23447	31.06695	31.14343	31.08647	31.39384	30.88241	30.89813	31.61063	31.0981
WP_003513961.1	29.6748	29.80584	28.64893	29.3015	28.31336	28.79218	29.53049	29.65734	29.48639	28.99474	28.91183	29.14711	30.75383	30.09111	30.336	29.9922	30.61572	30.71007	29.88995	30.46014	31.15305	31.24915	30.55252	31.15877	30.79032	30.55121	30.58359	30.59829
WP_003515892.1	25.58099	24.5705	25.72185	25.25407	25.1188	23.59408	24.72879	24.19548	24.82551	24.82237	23.17031	26.84884	25.62892	26.32261	25.54412	26.00572	26.23916	26.24878	26.0615	25.21539	25.65746	25.58055	24.6315	26.19856	25.6998	24.13811	25.22697	25.64343
ADU74998.1	27.26305	27.31594	27.92421	27.36042	27.54026	27.09437	27.04622	27.80873	24.01098	23.27554	20.60918	25.88697	25.75308	25.40639	24.22204	24.44145	25.68664	24.62093	25.09079	24.03821	25.86449	24.45911	26.77629	24.79418	23.6803	22.78131	24.43434	24.10617
WP_003516509.1	25.22397	26.74488	26.01654	26.39368	26.81539	26.35194	26.38438	26.48326	18.91829	25.93838	26.39108	25.87531	25.89912	26.82685	26.2402	26.92186	24.20076	23.71971	21.55088	23.17397	26.52576	21.4652	19.00801	26.41997	26.621	26.45296	27.00768	26.65064
WP_003521086.1	23.60132	23.26946	23.3962	23.65217	24.74985	25.60582	24.25709	23.1742	20.49156	22.99078	23.73722	18.41582	20.15521	20.55188	21.64315	20.68829	19.14779	20.72607	19.63385	20.2996	19.29606	19.87085	20.45816	18.52736	20.03578	19.22875	19.31338	20.48815
WP_003516566.1	23.44691	23.09396	24.14547	23.59177	24.2207	23.53407	24.45565	24.59046	22.41272	23.21411	23.44252	22.79468	24.27303	23.55497	23.6279	23.86418	24.10373	24.20908	23.1238	23.81402	24.63077	23.90236	23.90951	23.61315	24.55513	21.71129	24.23205	24.17865
WP_003515894.1	24.69366	25.22385	25.29544	23.4356	25.40801	25.41534	26.11157	24.67439	22.9867	27.1695	24.60013	24.73273	25.58556	25.01373	25.83829	25.79572	24.92471	25.04988	25.94596	24.58882	25.42421	24.95556	24.80984	24.4472	24.68019	24.73369	24.66248	24.7025
WP_003513765.1	26.68854	26.67128	26.94822	26.76284	27.03489	27.70005	26.93624	27.65959	26.9882	27.15425	26.94308	26.9462	27.25887	26.60897	27.78185	27.77564	27.02224	26.85575	27.41315	27.46662	25.57356	25.60878	26.59794	26.39956	26.06732	25.9324	26.04245	25.33221
WP_003512119.1	25.2127	24.94748	22.60816	24.43082	24.57739	25.04041	23.00512	24.35678	22.25899	25.45917	18.65388	24.42114	26.00321	23.77685	24.94348	25.54149	24.22972	24.39231	24.89162	24.67309	25.01997	24.29794	21.27297	23.98069	25.13884	25.02598	24.76428	25.0299
WP_003514679.1	29.66077	30.10885	30.17088	29.93873	29.25222	30.53642	30.14071	30.16001	30.01003	30.22094	29.81798	30.3167	30.35463	29.60674	29.85879	29.52146	30.15839	29.68102	29.82842	29.75533	30.01342	30.02625	30.0736	30.11965	30.11201	30.36013	30.27431	30.1052
WP_003516560.1	23.9888	24.97088	24.50581	25.24562	25.01839	25.79541	25.87261	25.68713	24.51935	24.98702	24.79405	24.90544	26.39338	25.73617	25.71087	25.53378	25.5357	25.52198	26.16051	25.68028	25.77991	25.61237	25.34418	25.2717	25.77667	25.34038	25.54173	25.41195
WP_003512574.1	26.98782	26.93678	27.31382	27.06929	26.65985	27.20908	26.69758	26.01268	18.41769	20.20306	25.99658	26.67348	26.1132	24.39059	25.19489	25.37034	26.14698	26.28537	25.31575	25.64795	25.40609	25.8347	26.13193	25.90824	24.64762	24.74405	20.37425	25.49516
WP_003512148.1	24.40027	24.51447	25.29471	25.17339	25.38461	24.99739	24.76456	23.77478	24.9525	24.41501	24.28231	24.48917	25.20108	25.23958	25.10106	25.13268	24.8121	24.93172	23.96302	24.31437	25.05722	25.62363	24.61191	25.19913	24.17818	24.85314	25.16807	25.08452
WP_003512325.1	21.54126	21.32794	19.92665	19.41558	19.37688	20.47283	20.04048	19.74478	20.47383	19.45323	19.88543	20.0038	22.823	19.38134	20.11	19.54654	18.59469	19.79589	25.11181	19.09715	23.23166	24.36238	24.45389	20.0923	19.76186	19.27431	26.03832	19.24346
WP_003514675.1	30.62744	30.77253	30.41702	30.51397	30.51788	30.1151	30.57626	29.70312	29.283	30.44918	29.93391	30.50528	29.88265	29.18917	29.98166	29.91887	29.13748	29.76552	30.35407	29.56803	28.90854	29.25247	29.68434	29.50996	29.89923	30.11706	29.70805	30.07549
WP_003515583.1	27.29844	24.70874	26.39613	25.25876	24.98943	24.40563	25.12463	25.46562	25.35836	24.79282	22.87038	24.69563	24.2322	23.72132	23.58996	25.18736	24.10806	22.48957	23.98565	24.29401	26.35617	25.51971	24.30424	25.45592	24.87548	23.89793	24.83884	23.13124
WP_003517185.1	27.3115	27.97327	27.59382	27.41082	28.02327	28.09261	27.71576	27.19333	26.25258	27.80295	27.26736	27.86088	27.95459	28.0665	28.04809	28.17068	27.92766	28.09394	27.76839	28.03783	27.44569	27.72845	27.47902	27.55287	27.91653	28.08289	27.7095	28.31838
WP_003513973.1	21.08945	24.76878	20.59493	25.25039	25.62063	25.32271	25.94138	26.17099	19.48772	26.86342	19.92798	25.02005	21.1459	19.42589	19.7298	21.57127	22.12278	19.99603	22.10012	24.56382	20.60186	21.97121	19.41074	26.14404	19.73686	24.73515	19.16626	24.31903
WP_003514673.1	31.88689	31.78692	31.25485	31.02793	32.19164	31.761	32.04277	31.41787	31.28486	31.94122	31.68323	32.09937	30.81016	31.39603	31.22005	31.30353	31.19379	30.97662	31.16738	31.16544	30.82567	30.8216	30.81103	30.82788	30.50684	31.26079	30.85369	31.09468
WP_003513951.1	24.93442	24.95894	24.81006	24.83605	24.95901	23.73454	25.1535	25.02666	26.35935	27.39799	24.49052	24.19869	20.35434	20.85607	20.90483	19.58998	19.61165	17.92257	22.13637	19.21083	18.95331	22.76687	23.40983	23.24802	21.45046	18.93046	22.39463	21.85377
WP_003517187.1	28.48896	26.89924	27.84745	28.63263	27.54891	27.83144	28.15133	27.65471	27.27017	28.02887	27.81322	28.08969	28.21438	27.64362	28.39894	28.52961	28.45817	28.65572	28.70665	28.61547	28.35905	27.92828	28.66299	28.69011	28.55784	28.21707	28.43922	28.69227
WP_003512910.1	27.57882	28.08165	28.21027	27.62644	28.14505	27.82364	28.49201	28.33274	27.38616	27.82589	27.6664	27.25774	27.76042	27.23005	27.79587	27.86901	27.95379	28.09433	27.81766	28.11635	28.11932	28.18663	28.30211	28.41342	28.15765	28.14687	28.10453	27.77676
WP_003515515.1	23.1733	21.96755	24.01393	22.94639	25.48619	23.67731	22.99486	22.63284	22.88707	22.73627	22.53952	23.51639	26.45926	26.8688	26.40728	26.32415	26.25675	26.36578	26.20494	26.53528	25.51736	26.3884	26.14677	25.8756	25.37605	25.37631	26.62154	25.40226
WP_003514797.1	23.867	23.20278	28.31759	24.88464	26.12892	25.37126	25.53294	25.46922	24.62368	24.50099	22.26715	23.42304	27.60123	23.7753	24.65453	25.49808	24.41463	27.65804	24.02955	24.03001	24.47535	25.29468	22.8587	26.21835	25.83042	25.75892	24.27009	25.32972
WP_003518399.1	20.18643	19.83401	20.79432	19.95242	21.04931	19.73768	19.61477	20.01474	18.83078	19.17986	19.88642	19.99359	18.83717	19.08968	20.00559	18.09502	19.50187	18.17583	19.14143	18.91893	18.98128	19.47547	19.15896	20.08224	20.06052	18.95852	19.21223	20.42105
WP_003512688.1	22.67359	23.08406	23.81802	20.42449	19.56442	24.09986	19.82795	23.68335	23.69715	23.90504	19.86035	22.72627	22.89893	23.35178	22.08427	22.15689	21.54604	21.09887	23.66733	23.72828	24.06528	22.99538	23.63899	23.48145	20.26702	19.07809	18.86526	19.22561
WP_003512912.1	19.28998	23.41575	23.34746	18.89694	24.58037	24.42636	23.6462	24.16181	23.57059	21.18509	19.06831	23.99733	25.05803	23.69632	23.39129	19.26204	19.97949	23.48157	23.34934	23.9115	23.03011	20.6974	18.60676	23.03733	20.12761	20.50169	25.25211	24.24225
WP_003517840.1	27.12853	26.93528	25.82624	27.19179	27.70055	26.63123	26.95713	27.31706	26.5131	26.17242	26.01905	26.35555	26.12659	27.78955	29.3714	27.35267	27.59367	26.64674	25.81463	26.59317	26.2316	27.71711	27.00574	26.72106	23.89947	25.88444	25.18893	25.1519
WP_003517534.1	26.75698	26.8869	26.62236	22.68825	19.69941	25.4678	26.3347	27.18986	26.43278	26.0445	19.63067	27.46813	26.82913	28.0887	27.23484	26.31032	27.63894	27.54206	26.00054	27.30409	27.50218	26.98748	27.49377	27.76586	27.38316	19.26	27.74042	27.69417
WP_003512010.1	23.02079	22.15929	20.67817	23.38474	22.86488	21.41083	24.88523	25.37614	22.84375	21.85546	19.88727	24.89453	21.50197	22.2342	22.21005	19.2888	21.82808	20.41108	19.77227	20.05124	19.10047	19.76228	22.62385	21.4458	19.80654	20.43475	21.77995	19.15121
WP_003518029.1	23.2748	23.28721	23.33566	23.87627	23.99346	22.12958	22.34275	23.21426	22.43844	23.93707	21.70024	23.58321	24.57403	24.30297	26.79625	27.12587	23.99593	23.73839	24.06119	23.1715	23.73294	23.43228	22.9677	23.81954	23.77824	26.90641	26.6665	23.66629
WP_003515048.1	24.72384	25.31456	25.66791	25.5177	25.58952	26.27356	25.60921	24.68885	24.67116	25.77649	20.00952	26.12164	24.5066	23.88361	25.25286	23.81918	23.94274	25.69218	25.95248	25.47098	25.60196	25.65237	25.95389	24.87927	24.09081	25.3158	26.1144	26.26982
WP_003514543.1	24.74369	23.87689	24.77797	24.6759	23.72771	21.02952	23.78437	22.71113	20.57223	23.95941	22.85654	19.3593	20.30764	24.31991	18.19457	22.21198	20.79163	20.40331	20.46173	19.98019	20.51953	17.87896	21.55336	22.33464	19.14805	19.16797	19.01423	20.15494
WP_003513992.1	20.67657	21.64817	21.71927	21.25513	21.10728	25.84881	20.74935	22.72682	21.73062	22.11325	21.31001	22.93495	23.25558	19.23403	21.15928	20.94819	22.75009	20.31841	23.61806	19.01158	20.93453	23.56596	23.54101	19.75267	20.7485	23.76297	21.08159	23.40102
WP_003511976.1	29.53406	29.51157	28.88025	29.3024	28.89033	26.85582	28.97318	29.59662	25.09127	29.33906	29.06451	27.44235	28.58824	28.64752	29.07231	28.98836	28.63286	28.66168	29.54154	29.65512	28.41343	28.19935	29.48483	29.09368	27.86596	26.96033	29.04144	28.72135
WP_003512012.1	24.74688	24.84582	23.99345	25.22669	25.05584	24.83147	25.75944	25.44699	23.86811	25.67669	24.30783	24.6788	20.43344	23.40246	24.20878	22.17932	24.16903	20.95265	25.1287	24.86929	19.2818	20.38074	19.98933	23.10085	19.30106	20.16928	20.45077	24.64108
WP_003514677.1	31.49155	31.69339	31.32573	31.60406	30.83264	31.49546	31.53241	31.98417	30.27116	31.11013	31.27678	31.95037	31.38589	31.03187	30.9259	31.20511	30.70664	30.67452	30.92328	30.78341	30.8873	30.62984	30.73377	30.91859	31.01299	31.31931	30.77007	30.6888
WP_003515581.1	19.25718	21.0321	20.14046	20.03061	20.10339	19.94284	18.87206	21.11639	19.60236	19.84241	18.02899	24.20609	20.60057	20.62602	23.69713	19.40284	24.5189	26.94571	19.29287	23.25684	23.72895	23.33544	23.1147	22.42677	19.10567	23.64484	22.31671	19.88774
WP_003517834.1	19.50943	20.94217	21.73503	19.58257	19.63507	21.12012	20.62202	19.51114	21.19572	20.89915	19.69473	19.66522	19.09109	19.4119	20.60032	20.76061	19.87281	18.12084	19.40338	20.461	20.45281	19.03797	23.96137	19.31184	20.19031	23.5909	19.19779	23.68757
WP_003517280.1	25.36908	25.31078	25.96941	25.51479	25.70517	25.02453	24.85189	24.28788	25.27007	24.75525	25.51505	24.85996	25.72219	25.46448	25.45203	24.65664	25.99951	25.89813	25.37418	25.94067	25.206	25.05451	26.11925	25.25964	25.18616	24.7963	25.4862	25.23079
WP_003518955.1	26.83873	23.76715	25.979	26.34327	26.58351	23.59624	23.88006	26.94863	24.21497	22.16773	20.34609	23.36408	24.50455	26.09823	23.41449	22.75308	24.27078	24.203	23.19285	24.32534	24.06833	24.39554	23.60076	26.6047	24.34615	23.57118	24.07252	22.96764
WP_003512062.1	25.41323	25.65674	25.56375	26.32549	26.25195	21.03175	26.03219	26.01329	24.77076	27.0115	26.29166	26.42752	25.54643	25.69714	26.0292	25.47081	25.07749	26.00487	26.82225	23.99886	27.39026	25.9974	19.60147	25.60698	26.76784	25.70588	24.8809	25.17089
WP_003518526.1	26.21295	25.86572	26.30723	26.00931	26.44832	25.87807	26.45685	26.59395	22.44013	26.70449	26.07414	25.89506	25.43075	25.11452	19.30909	19.57634	24.93216	25.11157	25.97081	25.11635	19.26405	20.37293	25.25119	24.49796	20.71445	19.90272	20.38323	19.88326
WP_003517836.1	28.65426	28.58435	27.14979	27.4114	27.08151	28.32769	27.97813	28.39132	29.49588	28.15438	28.31386	28.90408	29.46269	29.08904	28.66614	28.58041	28.90921	29.25693	28.57996	28.67863	28.93797	28.78412	29.0977	29.2307	28.85912	27.93882	29.55535	30.59829
WP_003515985.1	23.26411	23.25264	23.83924	23.29122	20.15428	23.46911	19.16808	22.50172	20.01087	23.85703	20.30994	20.09374	23.03617	22.67003	22.93482	22.68262	20.0705	20.25149	22.69969	19.41411	19.19007	22.64716	20.80017	19.45716	18.79663	23.12344	24.48297	17.56411
WP_003516530.1	24.00631	24.7529	24.60374	25.10584	25.0855	24.5967	24.24632	25.33468	23.16662	25.0251	23.44933	23.4428	25.68585	24.44874	23.9789	25.23895	24.79514	25.60549	24.16736	24.61167	24.93563	24.25361	24.1756	25.2682	25.07869	24.39631	24.02617	24.94514
WP_003512064.1	28.64289	28.63231	28.71931	28.68461	29.03955	29.12779	28.72254	28.97995	28.58224	28.37792	28.35539	29.17216	29.32715	30.02743	29.18307	29.17748	29.48097	29.58588	29.23898	29.37904	29.25046	29.4968	29.54183	29.49478	29.54712	29.34878	29.31987	29.58761
WP_003514126.1	22.67155	20.27332	22.21799	20.98565	23.64359	20.37451	20.89244	21.35608	19.50978	20.55279	20.08305	18.84861	20.53955	20.56057	20.59281	20.69677	18.02233	19.00803	23.91606	19.16246	20.18818	20.9252	19.88282	19.75864	20.00457	19.89825	19.17983	19.28187
WP_003513436.1	23.52883	19.45225	22.76667	23.93862	22.97226	25.92575	22.6559	22.9843	22.18369	20.65373	19.45053	22.46833	24.51295	19.39449	23.61333	23.60259	26.37381	26.33871	22.75014	25.93755	24.4285	24.01227	23.83985	23.33511	20.00554	26.21908	24.02705	24.58776
WP_003518524.1	20.03692	17.69595	21.30242	20.09206	20.61086	19.56771	19.36145	20.60181	21.77493	19.88624	19.10667	20.65766	20.53024	19.32192	21.12388	19.55936	20.48049	19.60931	20.2203	18.61053	19.92247	18.07829	20.08019	20.18093	19.97997	17.58469	20.82121	18.78673
WP_003515883.1	20.33464	23.57172	20.43776	19.38452	23.74161	17.8419	24.2031	18.17492	21.1016	20.09718	19.41085	18.96634	19.81718	20.30099	18.38624	19.48857	19.16113	19.68059	22.52978	19.62535	19.91802	20.22029	18.03532	18.95388	19.20311	19.29832	19.10493	18.96486
WP_003518959.1	21.1397	20.92984	21.64786	20.08512	21.88185	21.04135	21.60834	21.65203	19.93834	21.43751	21.31569	20.69899	22.22059	22.09021	22.05285	23.32794	21.87124	21.86821	19.78505	20.97661	20.84704	18.97021	20.97202	19.06989	21.80273	20.43202	21.62349	19.94018
WP_003513026.1	24.30011	23.12304	24.0811	23.55622	25.43459	23.70507	24.25865	25.24254	23.07033	24.13329	22.3564	24.37936	23.39157	23.14244	22.73542	24.21366	23.70604	25.1889	24.94468	23.76787	24.54273	24.64471	24.78063	24.54556	23.39396	25.62047	23.8332	23.92948
WP_003518977.1	26.69154	24.6698	24.93567	25.20289	22.85913	26.43825	19.50063	25.10166	20.98019	21.41263	25.56309	26.54039	19.95168	20.04035	24.89144	25.7156	20.47281	19.89098	24.1175	21.55565	17.61183	19.5747	25.91239	25.98293	19.7547	24.1478	20.11534	19.66194
WP_003515999.1	19.58144	18.57952	19.57941	18.2676	19.13345	27.27153	19.91715	30.13713	19.87357	19.51735	30.06849	19.83656	20.23073	29.68238	29.52194	20.44358	21.01545	19.67327	20.15123	19.99241	19.31999	19.64636	20.48952	19.92748	29.7066	18.80437	19.84636	19.96532
WP_003515302.1	21.29566	20.37565	19.548	20.26663	27.99981	18.71012	25.56457	27.61885	27.27991	25.16105	24.97464	26.33909	20.62159	20.03598	20.44603	20.18934	18.21818	20.76796	19.20969	19.60475	18.82762	19.85786	19.17229	19.47056	20.00637	18.98207	19.84185	20.17506
WP_003514124.1	26.96797	25.70625	25.57269	25.42189	25.05601	25.95419	25.35724	25.80188	25.03141	27.22323	23.12136	25.64765	25.37498	25.85441	23.96253	24.65993	25.6123	24.85256	25.74445	24.93474	24.05757	24.12318	25.59819	25.67514	25.31385	25.8203	25.12897	25.05389
WP_003515503.1	28.61644	27.29042	19.78953	28.40946	20.22991	20.47507	19.43429	20.18886	19.2835	28.59955	19.51689	19.37291	19.48586	17.77379	19.24393	20.18508	27.50908	19.31296	20.61861	28.03811	19.00475	19.639	28.22055	19.85498	20.12628	19.95504	17.50726	20.03345
WP_003511531.1	24.01096	24.44054	23.54437	24.77795	19.79657	24.34826	26.24509	24.16033	23.74568	23.27286	23.81395	24.38237	24.73277	23.72413	23.90923	24.30642	24.87257	24.72978	24.52068	24.79556	23.83223	25.10577	24.78176	25.21268	23.56381	24.32815	24.74186	19.70733
WP_003520919.1	24.24116	23.83698	25.73066	23.36772	21.15359	28.60553	24.5895	23.47286	21.1578	19.23278	19.03645	19.76299	19.59324	19.44937	19.82521	17.9785	21.59758	20.3739	23.28946	20.80284	19.97462	20.73952	20.48186	24.23185	18.18371	19.67747	19.23646	20.79437
WP_003517505.1	22.51367	19.41663	22.86902	19.75655	22.05317	22.51031	19.96962	19.91908	22.77154	22.48235	18.69062	18.76001	22.5461	18.96639	19.89412	19.61288	20.32284	19.16583	22.50183	19.88595	21.97779	19.27677	21.02363	18.86656	19.81752	19.98011	22.26046	19.03846
WP_003513231.1	29.4669	28.74755	30.01358	28.286	29.99014	27.52286	29.39449	28.88828	28.82868	29.5491	28.51874	30.18838	28.33123	26.90987	28.25783	28.76643	28.07747	27.67602	28.04488	27.39586	28.16014	28.24262	28.63975	28.40519	28.79973	28.94807	29.30829	28.87835
WP_003518235.1	26.10567	26.61146	26.35061	27.17383	27.28819	27.95918	27.58102	26.98443	27.7003	27.19585	27.23465	27.04591	26.48975	25.97846	26.085	26.6558	26.08301	26.74843	26.88995	25.86434	27.14669	27.33573	26.4304	26.68673	27.07873	27.43434	26.65425	26.25226
WP_003519285.1	27.7495	27.71968	27.24407	27.48509	27.48647	27.43508	27.97303	27.76757	27.83618	27.58564	27.69124	28.21549	25.11311	25.01107	25.21822	24.36189	24.39157	25.93133	25.61686	26.26052	26.15927	26.7036	25.9185	26.56437	24.45526	24.93215	25.91137	26.02331
WP_003513028.1	23.21445	23.79005	24.58813	24.09657	23.97701	20.46709	23.44413	23.22576	20.00079	22.75143	24.99178	21.73219	20.387	19.14014	20.09751	19.14178	19.09455	19.2118	19.60097	20.08323	19.69794	20.34336	22.13144	20.34563	20.4564	20.18936	18.73802	19.19388
WP_003514338.1	25.25488	25.57283	25.206	25.67649	24.54435	25.56429	25.02634	25.58931	25.44696	24.96097	20.31376	25.49624	25.9187	24.4214	25.70826	26.21713	26.75195	26.16642	25.14623	26.57397	25.85031	26.23866	26.52797	25.5786	25.63543	26.01679	24.29862	26.03109
WP_003517501.1	20.94499	18.93818	20.82138	17.91198	20.28934	21.90771	22.41665	23.28341	22.70986	21.00071	18.17416	21.06469	19.96409	20.09151	19.88705	19.31126	21.23984	21.32088	19.35636	18.03939	19.99962	19.12885	18.23085	21.15032	20.7679	20.04809	18.91734	21.49174
WP_003511942.1	22.80654	27.60962	27.28776	20.15858	24.13626	19.5327	20.44037	20.43497	19.97356	24.53779	20.29547	20.26086	20.3199	28.71463	20.94533	20.23924	28.05094	18.86481	27.61593	28.52541	20.20819	19.17507	28.08276	19.27733	20.42094	27.95271	19.89915	28.26097
WP_003517075.1	31.54509	31.26723	32.06927	30.37912	29.44208	31.88448	29.73869	29.79396	30.93687	29.59723	30.92548	31.56859	29.66891	29.38613	30.53524	29.99103	30.10631	29.56763	30.66891	29.76691	28.29961	28.83453	29.53681	29.83945	30.09319	29.68785	29.65606	30.42458
WP_003511964.1	26.32225	26.35084	27.13255	26.74572	26.97386	26.61426	27.09638	27.74463	27.47184	27.31936	26.35297	27.00412	27.76184	28.46108	27.10134	26.95454	28.06637	27.53977	28.20514	27.79198	28.47963	28.33958	28.45022	28.26917	27.73256	28.4045	28.391	28.12519
WP_003517282.1	21.89611	23.30376	24.04863	23.29184	24.04219	23.66405	25.08613	24.9687	24.80928	25.11169	24.3954	24.39521	25.14891	25.00805	24.99221	25.46906	25.23485	25.20881	25.26926	25.27575	25.5138	25.37507	25.33845	25.35886	25.24934	25.20524	24.90696	24.4593
WP_003520369.1	24.07285	24.63354	23.58926	24.43689	23.68054	24.79883	23.78891	24.29049	23.99753	23.87265	23.04806	23.58147	22.03067	20.50867	22.7054	23.06429	22.18282	18.89312	22.63679	22.53596	20.06738	22.61816	22.74593	25.22006	20.1984	22.10778	19.61906	22.59126
WP_003516403.1	24.66377	24.02549	24.67347	24.82905	24.19294	24.39587	24.30433	23.84619	20.77645	22.99545	23.61606	24.53094	24.17969	24.35939	24.2218	24.71162	24.46497	24.61347	24.14551	24.36773	23.61316	24.29161	24.29823	24.29869	24.13204	24.13447	24.43417	24.20579
WP_003518516.1	28.83104	29.2474	27.79153	28.55845	27.9799	27.78017	28.17361	28.54487	27.98372	28.41624	28.22938	27.85872	27.32416	26.81238	27.66716	26.68549	26.66899	27.14619	27.14243	27.46441	27.1116	26.31806	27.19535	27.20997	27.00094	27.22064	27.05796	26.84077
WP_003516078.1	19.79163	20.81113	20.29461	19.58005	26.03582	19.06256	18.9171	19.71462	19.22812	20.29934	19.27811	19.17682	22.39156	19.8201	19.53872	19.97451	19.6885	19.01379	27.19251	20.49235	19.74307	18.82622	26.50764	19.02053	19.57801	22.6186	22.49921	22.47356
WP_003519236.1	26.09612	26.07569	26.82058	26.06737	27.24693	25.65112	26.13379	26.31668	25.12941	26.59785	26.21319	25.50534	26.75395	25.51659	24.71225	25.30525	25.73563	26.13058	26.00056	26.17206	25.87149	26.14695	25.81852	25.45411	25.73962	25.43552	24.98106	25.47265
WP_003512683.1	26.9519	27.30565	26.25884	26.9433	26.43568	26.90595	26.81701	27.02418	27.59632	27.18878	27.35453	27.35545	25.17436	25.40809	25.89523	25.71306	25.32355	25.09644	25.27395	25.4575	24.41254	23.49964	24.99416	24.55887	23.67445	23.86645	25.29227	24.22308
WP_003513014.1	20.99782	20.57695	20.57967	22.1209	19.60503	20.90299	20.0476	19.452	19.36613	18.36557	18.60034	21.90484	19.40504	24.05433	24.63532	24.72785	19.75891	25.49106	25.11648	19.17578	20.82404	18.85469	20.33213	18.45731	25.176	25.09633	25.16276	24.61266
WP_003518963.1	27.55133	26.75137	27.76892	28.25538	28.7831	30.83007	29.02687	28.29522	27.88741	28.36818	28.32877	27.6154	28.26623	25.77065	25.19913	26.97379	27.32907	25.57156	26.69646	27.31504	26.1698	25.29619	26.28319	26.85205	26.19642	25.76542	23.8269	18.99541
WP_003516277.1	20.90728	19.29309	19.85848	19.81703	18.52477	20.67287	20.73579	20.98253	20.3583	20.15963	19.39637	18.91625	21.50351	22.77976	20.56437	20.26316	19.96673	21.09309	22.07849	20.4847	19.07795	18.976	22.62557	19.94014	19.24073	19.72275	19.92446	20.09715
WP_003512035.1	27.12691	26.78533	27.03609	27.0055	27.28861	27.64967	27.35095	27.92477	27.78128	27.57871	27.47265	28.71847	26.84058	26.82858	28.86431	26.71766	28.12835	28.88371	29.03819	27.71733	29.13182	29.39959	29.029	29.166	28.8566	29.63983	29.1345	29.60144
WP_003517514.1	28.30894	28.71004	28.62483	28.16437	28.57138	28.33943	28.7265	28.80378	28.29439	28.92211	28.41159	28.91942	28.57632	28.54515	28.71991	28.69078	28.33029	28.53048	28.45473	28.41414	28.25039	28.32053	28.55221	28.51925	27.50337	27.94572	28.30549	28.12735
WP_003516296.1	27.46822	27.54202	27.67529	27.16957	27.0239	27.76651	27.41422	28.01595	27.74394	27.73932	26.71963	27.50021	28.55464	28.95715	28.13503	28.41895	28.88027	28.48336	28.35355	28.66567	29.06874	28.80801	28.74124	28.85051	29.08725	29.02651	29.00257	28.89243
WP_003513837.1	20.23391	19.89705	21.49987	20.49718	20.45818	24.24934	24.14269	26.55343	19.70429	19.29963	21.04024	18.34473	20.77403	21.51266	25.92233	25.83589	25.73683	23.00284	23.45912	25.83749	19.2325	20.42029	19.10582	19.49289	19.53909	23.76231	23.35907	23.63062
WP_003514225.1	19.40729	21.27535	21.38137	20.70011	21.6495	21.26721	19.60081	21.37838	19.89722	20.06477	19.81783	19.39556	22.38604	20.11603	23.12156	20.46272	22.00118	20.45042	18.81985	21.02619	19.03514	19.16055	19.69881	21.46267	19.64309	20.80717	20.1356	20.62955
WP_003517490.1	25.94871	19.44116	26.48597	20.58189	19.96484	19.41131	20.99996	26.8679	26.33888	26.22001	24.17677	24.06026	27.14648	25.78775	31.1514	20.32799	31.00969	30.89453	26.48425	30.73379	31.58605	26.45753	27.82236	27.75391	26.97279	30.57966	30.59169	26.8403
