Protein	hpt_T1_rep1	hpt_T1_rep2	hpt_T1_rep3	hpt_T1_rep4	hpt_T2_rep1	hpt_T2_rep2	hpt_T2_rep3	hpt_T2_rep4	hpt_T3_rep1	hpt_T3_rep2	hpt_T3_rep3	hpt_T3_rep4	LL1210_T1_rep1	LL1210_T1_rep2	LL1210_T1_rep3	LL1210_T1_rep4	LL1210_T2_rep1	LL1210_T2_rep2	LL1210_T2_rep3	LL1210_T2_rep4	LL1210_T3_rep1	LL1210_T3_rep2	LL1210_T3_rep3	LL1210_T3_rep4	LL1210_T4_rep1	LL1210_T4_rep2	LL1210_T4_rep3	LL1210_T4_rep4
WP_003512502.1	24.54133	23.65331	27.15512	24.8128	24.97191	25.16032	24.68153	24.96686	23.33187	24.58507	24.13463	24.95699	26.104	25.36233	25.11995	25.31777	24.84811	24.61861	24.9743	24.83536	24.7425	24.55222	24.74651	24.72112	24.53244	24.34217	24.25104	24.69348
WP_003513233.1	17.63911	26.84042	27.82841	20.55013	18.18082	24.04722	27.80054	20.0885	21.19892	19.46499	19.30086	28.06615	19.78524	20.32062	19.39648	20.01769	19.75168	19.19736	19.80631	26.44031	20.13071	20.35238	19.76911	19.86745	19.17186	19.05549	19.99305	18.6815
WP_003518360.1	18.52865	19.84627	20.05974	20.03464	20.35367	20.00478	20.10888	21.10369	23.38813	19.10338	21.98437	21.39436	19.54755	20.18249	19.44092	21.05197	20.83301	20.38287	21.68268	18.23482	20.66014	19.14249	19.97659	19.47186	18.83266	19.21054	19.66475	19.90848
WP_003520699.1	20.33694	20.79473	21.21468	21.65751	19.79414	19.5568	23.64459	23.3636	19.46645	19.92282	20.94314	22.68368	19.02625	23.15134	19.10547	19.38129	19.39577	19.1794	20.16311	23.45508	18.72298	24.02034	19.76189	23.32321	23.18433	23.37009	23.39875	22.82853
WP_003516411.1	27.37073	27.44333	27.79914	27.29654	27.61618	27.65994	26.34581	27.05051	28.3918	28.68993	27.9003	28.37604	25.94622	26.03207	26.06443	27.7097	26.33615	26.7138	25.76425	26.46989	26.20012	26.35096	27.19469	27.2275	27.64303	27.66356	27.30716	27.55949
WP_003518903.1	26.83511	27.50128	26.68519	27.80275	27.87149	27.95734	27.86327	27.88775	27.88796	27.72474	27.4861	27.95235	26.71301	26.69263	26.79647	26.55858	26.47492	26.46569	27.02109	26.70955	26.1447	26.92337	26.7361	27.09234	26.52635	26.56169	26.47309	26.55763
WP_003515658.1	26.62427	26.24272	26.29258	26.80647	26.44607	26.53111	26.50146	26.44176	26.45584	25.50142	25.65736	26.42194	27.86106	27.30585	27.19061	26.7954	27.25224	27.18951	27.55906	27.13446	27.37679	27.46583	27.11381	27.22638	27.14379	27.24451	27.16386	27.19423
WP_003515828.1	26.69924	26.77608	26.52064	26.81014	26.10542	25.00695	26.32528	26.45974	26.2462	25.17201	24.67977	25.08317	25.75252	24.79743	24.82088	24.81143	25.11534	25.12037	25.29087	24.95334	24.539	24.66442	24.90312	24.69077	25.20987	23.87922	24.56146	24.14583
WP_003515629.1	24.84979	24.54863	25.20289	25.35332	25.37329	24.74368	24.9835	25.685	24.89785	24.78101	23.92539	24.20694	24.18699	19.86438	25.1457	25.07113	25.15404	25.43487	24.76807	24.77861	23.89455	24.85163	25.51783	24.77886	23.84995	24.50636	24.07478	24.43296
WP_003517961.1	19.37142	20.75686	24.52363	21.21722	20.02334	22.88992	23.80287	25.80271	24.72192	24.65032	19.74301	23.43504	19.98476	20.92472	22.89703	19.52917	20.44376	19.1045	19.78628	20.33504	19.9431	19.06719	20.84148	20.69446	20.42469	19.01255	20.75903	19.90947
WP_003521232.1	23.46606	23.87047	23.30799	23.20737	24.05772	23.75423	23.67288	21.73015	23.31337	24.1625	23.61849	23.33341	23.14698	24.58152	24.21431	23.80113	24.16979	24.66738	23.87619	24.10146	22.72025	24.84452	24.65456	19.75882	18.3261	24.71588	18.99143	24.14903
WP_003516982.1	28.11071	28.21919	28.11586	28.3376	28.41216	28.3678	28.2662	28.47407	28.70548	28.43234	28.37944	28.47644	28.06479	28.56976	28.3723	27.68059	28.58026	27.7247	28.01647	28.0333	28.76802	28.82301	28.654	28.7226	28.87135	29.0436	29.01137	28.72256
WP_003512386.1	26.12038	26.62063	26.60097	25.96614	26.05677	25.99998	27.22738	26.44651	27.82326	26.31668	27.39436	26.23044	26.39003	26.8962	24.95594	24.50539	27.04622	27.04112	25.43787	26.29005	25.15531	25.32966	26.03236	25.52155	25.53515	24.78999	25.87571	25.86075
WP_003516700.1	18.88975	18.07982	24.24586	20.24272	20.68116	19.95489	19.40332	20.77095	19.57046	19.29447	20.81788	19.77564	21.80794	25.20568	21.44077	19.34033	19.25043	20.11497	20.9509	19.10934	19.94408	20.08305	19.40655	25.39039	20.40675	20.11163	23.04452	21.80162
WP_003517352.1	20.77536	20.92057	21.12799	20.33722	24.16112	20.88687	24.36226	23.15423	19.86752	23.33679	19.67618	19.37422	23.97981	19.21194	19.13284	22.74071	23.95401	19.84597	24.83425	24.29616	24.18806	24.6582	24.24051	24.52823	24.06757	24.46309	24.0112	23.72729
ADU75853.1	20.53959	18.7621	24.78027	19.46363	28.17463	20.84967	22.25527	23.58802	20.11696	26.13136	28.93759	20.61483	21.62083	19.36354	19.2495	20.38859	19.29584	19.84146	22.39595	19.70203	19.91825	21.95767	20.45286	27.63323	19.40889	20.64274	19.14788	19.88349
WP_003512401.1	23.91646	24.59225	24.17578	24.49152	23.61638	23.82938	24.57937	24.55026	24.22759	26.1074	22.39923	23.70485	26.27614	25.78903	25.89015	25.44928	27.56408	27.23518	27.9276	27.07237	27.49744	24.90269	27.6368	27.68205	24.76647	25.42231	24.57743	25.29223
WP_003516702.1	26.73255	26.36551	25.86702	25.78114	20.87742	25.03856	25.71559	27.3441	20.39985	26.11826	19.06741	25.68284	26.2084	24.83776	24.23842	20.89515	18.95308	25.96537	20.05963	24.93481	24.75235	19.81262	24.31046	27.34383	26.28423	26.07518	27.13866	19.09439
ADU75877.1	27.23437	27.51937	27.3838	27.4466	27.4485	27.38715	27.84984	27.85648	26.76106	27.08211	26.88346	27.20605	25.89745	26.38696	24.9134	25.55726	25.16582	25.17587	25.96447	25.23502	26.5253	26.21425	26.6125	26.69445	24.26097	25.67697	26.49062	26.03606
WP_003519033.1	27.4024	25.53147	25.0261	24.9027	25.01362	24.77555	25.43097	27.74746	25.37821	24.71235	23.73562	25.09935	23.89319	23.08335	26.5306	22.83625	22.38739	26.26679	23.9922	22.30369	24.42118	24.63499	24.58663	24.31755	23.62767	23.49644	21.36805	24.93143
WP_003517971.1	25.69028	27.23047	24.85143	25.90343	25.96632	25.8188	25.83095	26.34685	25.7011	24.72397	24.66855	24.60814	20.33144	24.54045	20.63835	19.04165	18.98105	25.3446	23.56343	19.7723	22.58551	19.80808	25.78769	25.0187	18.74411	18.69939	24.50363	24.59804
WP_003516271.1	26.69126	26.83279	27.79775	27.01241	26.89615	27.09277	27.28033	27.0116	25.17061	27.24685	26.58747	26.84525	27.56427	27.21483	27.56351	27.12753	27.49908	27.30363	27.32091	27.51541	27.11138	27.35789	27.74825	27.9565	27.18374	27.2702	27.18815	27.57685
WP_003521200.1	22.46911	22.89066	23.73156	23.41654	23.59511	23.56143	22.89724	23.2403	20.43278	23.75944	23.15551	22.60499	23.29231	19.16994	22.7802	20.20908	23.52419	22.39418	22.42368	23.2898	23.8824	23.10684	19.26144	19.96013	23.8541	23.33108	23.52194	19.65467
WP_003517987.1	25.88372	26.03076	29.7837	25.79959	25.87263	25.35929	26.03107	25.72161	25.78053	25.99272	23.89725	26.48503	23.35751	23.75803	23.65086	23.6335	23.69261	24.28414	24.55043	24.80029	23.1881	24.25598	25.51854	25.16137	22.85578	23.60531	24.50875	24.14939
WP_003519460.1	23.34737	20.47606	20.48322	19.43166	23.54391	23.67654	18.28951	20.86793	19.53557	19.83898	21.00111	19.66541	19.96529	20.24462	19.42697	20.21002	19.10024	17.50672	20.25139	19.97968	19.13356	17.4609	19.30678	17.87449	19.52489	19.92341	18.9481	23.12484
WP_003519031.1	30.34907	31.11757	31.09145	31.10042	30.66286	29.84418	30.40872	30.81135	26.67079	31.32217	29.75545	31.3505	30.41359	30.08876	29.81998	30.29674	29.74242	29.96461	29.90712	29.90356	26.09613	28.72243	29.21296	28.73657	28.11156	29.48592	26.64869	29.40726
WP_003517989.1	26.65557	27.58111	27.33633	27.36766	27.58494	27.39075	27.67019	27.90715	27.40456	27.65154	27.9239	28.43747	26.33434	27.55579	27.14233	27.08641	27.57293	27.51148	27.57547	27.88149	27.26338	27.25544	27.7124	27.13002	26.06832	25.68324	27.17062	27.06094
WP_003512411.1	29.94156	29.76855	30.0196	29.8895	29.80325	30.07251	29.16066	30.12867	30.57819	30.27428	29.66866	30.0096	29.29127	30.3916	29.48711	29.19455	29.79778	30.1558	30.76893	29.73181	30.80995	31.20118	30.81924	30.8979	30.76032	30.65983	30.7651	30.77697
WP_003518588.1	22.91508	22.46857	23.88168	25.61015	23.26589	24.56492	23.81141	24.55692	23.44503	23.36799	19.80743	22.68501	24.83194	24.43324	24.62256	24.72494	23.95022	24.72845	25.00072	25.0264	23.65245	24.7033	24.53641	24.78529	24.47064	24.61884	25.23937	24.63221
WP_003518031.1	23.11362	19.01271	24.68866	23.6471	23.46559	18.2191	23.2446	24.25164	24.79219	23.63194	19.77935	23.72588	24.72216	24.81156	24.69768	23.45936	23.89038	24.40041	23.56236	24.35441	24.86919	24.7459	24.83094	24.45357	24.93742	24.91438	24.9608	24.28332
WP_003513101.1	19.24706	20.46421	19.69173	19.67748	28.73149	24.68585	28.45349	27.01572	26.85189	27.54325	25.52281	27.37035	23.97693	20.76394	20.57305	20.1853	20.51935	19.23603	18.26466	19.76509	19.69071	19.19943	18.96457	20.37762	21.13725	19.9244	20.05716	19.91031
WP_003517593.1	19.85509	19.28684	24.01456	20.19152	24.4905	21.01053	23.64707	23.05135	19.85792	20.04869	20.60768	25.58609	22.90472	23.65152	22.32648	19.4345	19.28158	22.26651	20.64909	20.84413	19.94492	23.18995	20.86641	22.24793	19.93826	19.89849	20.59311	20.03211
ADU75560.1	28.42288	28.66866	28.85213	28.74581	28.22529	28.42072	28.73527	28.9949	29.02175	28.93166	27.9754	29.21025	27.51197	27.57055	27.39321	27.13805	27.59805	28.10944	27.90009	27.99242	26.68439	27.57595	27.82815	27.64238	26.83479	27.83882	27.27077	26.74881
WP_003515304.1	22.13256	19.51394	17.99868	20.48165	24.69244	18.88954	21.9369	22.46431	21.90945	22.92894	19.01028	19.86968	21.0969	18.86374	19.4096	19.96759	20.45263	18.73757	19.3693	19.40992	20.06604	18.6983	18.99249	19.03412	19.43121	19.11128	18.63209	18.05892
WP_003514144.1	24.69166	25.0067	25.44382	27.7923	24.12562	25.22162	24.17872	24.52219	20.78166	24.17005	19.15266	22.22961	20.2309	23.9253	23.39489	23.88547	23.6891	22.25478	23.22702	21.03493	18.10388	23.4929	21.64935	22.41493	23.89253	19.67021	19.86724	24.31392
WP_014522644.1	26.35029	26.84002	26.96741	26.69486	24.34269	25.47166	24.52806	25.70595	24.35019	24.41875	23.9234	23.32924	26.10321	20.06059	20.76242	20.83535	20.48871	21.30077	23.70878	20.4557	19.75417	18.87858	24.46558	24.18932	21.042	19.92524	19.86824	19.71848
WP_003516409.1	26.09342	26.31855	26.03477	26.18715	25.76988	26.65922	25.88119	26.32267	26.125	26.01057	25.3079	25.9518	24.85872	24.54711	26.00279	24.74406	25.77608	23.85799	25.25508	24.60653	24.70594	24.33838	26.34265	26.05392	26.21267	25.96929	25.83184	25.73085
WP_003513372.1	28.0692	28.17345	27.85266	28.12466	28.00079	27.79702	28.101	28.34473	27.47415	28.25291	28.00086	29.11296	27.95273	28.00811	27.92208	27.6585	27.82779	27.95836	27.71713	27.72465	29.07243	28.88774	29.25516	28.44963	28.72246	28.96389	28.45826	29.20006
WP_003515306.1	25.84273	25.24697	26.61242	19.74766	26.20891	20.57373	25.02205	25.32234	19.77911	24.52699	25.27436	25.84231	25.53807	24.58048	19.33719	25.88268	25.29727	24.88686	20.64164	25.10312	20.39949	24.24496	24.32799	25.23072	19.86488	20.04674	23.60655	20.36744
WP_003518379.1	22.84193	23.15793	21.35675	21.94466	21.52733	21.85042	20.28296	23.35033	23.34139	22.05094	20.17628	20.68474	21.51991	22.78891	22.57413	23.22685	23.30061	23.0944	23.5704	22.04382	21.21307	23.87899	23.03009	23.15586	23.01804	18.07832	22.96383	22.91344
WP_003518660.1	27.16786	27.76696	27.39115	26.93075	26.52944	26.67188	26.18667	27.38544	24.78321	27.05971	25.40284	26.42163	27.36279	27.61022	27.49676	26.24086	27.00817	26.86189	27.07347	26.67196	25.63529	26.46021	26.19398	25.97651	23.73519	25.72405	25.83083	26.40875
WP_003519202.1	19.39612	20.0652	18.85043	25.09277	20.88802	19.13579	23.14517	24.22512	20.47775	24.19532	22.34556	17.75332	25.00704	20.06155	20.31406	23.62171	19.26383	24.99761	23.9797	24.17512	20.36367	19.8657	19.1115	24.22643	23.24377	24.32083	25.48395	20.33142
WP_003513117.1	24.91641	21.47726	25.47248	25.33106	25.55871	25.52281	19.7743	24.58238	19.90528	25.63625	19.50154	20.29332	20.41722	20.03621	24.1929	20.21082	24.8436	18.91689	24.14742	24.77713	24.66091	24.77031	24.78433	24.52256	20.91915	19.73388	24.49771	20.10537
WP_003518662.1	26.38501	26.73553	26.82848	25.60577	24.44812	25.48487	26.99455	25.80403	19.71969	23.85551	24.96716	25.18753	27.02067	25.64335	24.79747	26.44909	26.43718	26.38176	26.0928	26.55669	26.38134	26.71911	27.13964	26.54344	26.43193	26.36775	25.26745	26.47325
WP_003519204.1	24.44038	24.49615	25.49328	25.07815	25.42585	25.38707	25.3608	25.77524	25.49109	25.8783	25.30702	24.93806	26.4377	25.32315	25.41596	25.27347	25.83937	26.10627	25.69522	25.77703	26.18702	26.41591	26.32243	26.26272	26.20602	26.45216	26.42299	26.13388
WP_003517585.1	19.80397	20.57541	20.58187	21.41818	20.76309	20.56209	17.93489	20.13061	20.31505	21.25736	19.70058	18.93004	28.25636	19.26649	21.43963	21.26327	21.85276	26.6389	21.168	19.26489	23.98385	19.5841	20.52832	20.36981	19.79933	20.38126	19.84208	19.47519
WP_003514908.1	23.5614	22.60334	22.41237	23.42466	23.93798	19.40516	20.1752	20.33326	19.78695	19.40364	21.04354	20.2854	24.8351	19.81301	20.054	20.32671	19.18984	19.89877	23.29683	19.3102	24.57685	19.89114	19.29254	20.92238	19.20223	23.92012	19.04772	24.24051
WP_003517604.1	22.6867	24.24953	24.49504	24.56225	24.17433	24.32776	24.58224	25.1326	19.24349	23.84125	19.25616	24.12775	26.37615	23.36436	21.98214	24.31013	20.18799	23.14818	23.76376	23.74913	26.32376	24.51925	24.04739	24.62794	25.17215	24.57815	23.2259	24.25647
WP_003516419.1	20.75884	26.92406	25.55258	26.52368	20.73237	26.64079	26.74209	21.59699	20.74734	26.74729	19.36347	25.31699	27.90734	28.19648	28.43163	26.14749	27.84328	26.46637	28.11167	26.604	25.89399	25.81095	26.11493	25.59956	24.76078	24.31212	25.38146	19.1326
WP_003512420.1	28.63135	28.6927	28.6413	28.1217	28.71771	27.90444	28.67184	28.78958	28.58014	28.55959	27.90812	28.02872	27.33947	27.66224	27.73943	27.61312	27.39247	27.3737	27.6276	27.63654	26.53985	26.58169	27.32267	26.92689	26.23753	26.24728	26.56213	26.1763
WP_003512678.1	23.55163	24.79756	24.77752	24.26719	23.95687	22.55012	24.23334	26.0864	24.58293	24.76008	24.896	24.44211	18.4868	20.06237	20.04964	18.4493	19.92227	19.61866	18.45464	18.96817	20.13889	20.10342	20.46171	18.07391	21.09887	20.34533	19.61174	19.43566
WP_003519476.1	26.66476	26.34847	26.36957	26.73559	26.86347	26.2659	26.35526	27.42069	27.19937	27.05834	26.25	26.63204	25.96825	25.31297	26.57586	26.6035	27.09058	27.03979	27.05198	27.23418	24.49709	24.48121	26.58484	26.77127	20.45204	21.166	25.4857	21.9281
ADU74011.1	24.54946	24.20078	24.90623	24.90136	25.03853	24.77195	25.12087	25.44004	25.21485	25.41821	24.82389	25.2179	27.0095	26.84625	25.96677	26.91726	26.25931	25.6609	26.66146	26.4592	26.8564	26.21398	26.88762	26.31414	26.60639	26.41741	26.363	26.19907
WP_003514559.1	22.0259	19.34418	22.25688	19.95249	23.39855	19.62832	19.59829	19.77622	20.0659	21.61601	19.66994	20.8461	23.35653	20.18118	23.26362	20.02831	23.08133	19.92407	20.49617	18.99608	19.51224	19.9601	23.0503	22.21371	19.92807	20.11983	22.71488	19.5413
WP_003512422.1	22.8019	22.51446	24.69882	21.12793	22.26731	22.60839	21.71154	22.32953	23.50097	23.36362	22.64468	22.91814	25.40811	25.53708	23.61595	24.58926	24.08269	25.09659	24.71462	24.66501	24.19019	25.47508	24.67011	24.11854	24.89905	25.33984	24.95611	25.58277
WP_003518803.1	24.01794	21.84652	19.65739	21.0397	21.32023	20.84829	21.49856	19.50284	24.41456	24.51581	19.92729	17.95569	23.58679	23.23073	23.48287	23.21316	24.26455	23.33213	24.11399	23.18995	24.56924	24.89105	23.73303	24.20356	24.85634	24.1909	23.86279	24.60738
WP_003513610.1	25.53691	26.11361	26.03362	26.86081	24.43191	25.31806	27.19211	26.25064	22.48265	24.86769	26.37467	26.22169	23.65388	23.79947	23.57025	20.64576	23.73002	25.88928	24.45984	24.01996	26.74975	24.64986	24.64968	24.39977	23.12173	23.46798	24.65131	23.94246
WP_003512440.1	26.89668	26.98494	27.46541	27.40599	27.73609	27.3075	27.39731	27.34051	26.31385	28.4304	27.13976	27.24095	26.68398	27.16843	27.12713	26.49339	26.8998	27.04568	27.37424	27.21324	26.97029	26.98017	27.5751	27.24999	26.94341	26.43008	26.93554	26.8138
WP_003517214.1	28.70224	28.00335	27.11222	28.37873	26.03563	27.61132	26.19259	28.1237	28.94325	28.6092	27.41961	28.71327	27.53057	28.98297	25.93309	26.13262	26.46129	26.31558	28.47467	27.05749	28.29355	28.31496	28.46103	28.88478	27.76316	27.8589	28.13169	28.19862
WP_003516298.1	20.72072	20.78922	23.07982	20.38349	23.87655	20.17001	19.83462	20.52746	19.59841	19.99951	20.21914	20.13043	22.24329	18.25646	17.79255	23.01549	19.91782	20.13523	19.30472	19.11502	19.17156	22.96295	19.27482	20.21709	19.90052	23.1378	19.86908	19.06264
WP_003515680.1	25.66482	25.23253	25.90633	25.33562	25.83525	25.01574	25.25403	24.59395	24.17847	25.71113	24.71161	24.02823	25.45054	25.31846	24.93489	25.63968	26.16752	25.97579	25.91787	25.68656	25.41638	25.92464	27.29733	25.56785	25.14365	25.49341	25.38341	24.98988
WP_003513203.1	27.1198	27.10991	27.06996	26.762	26.65106	27.13609	27.30519	26.52524	27.23275	27.40512	26.36881	26.87349	27.29057	26.80121	26.41155	27.13606	26.76503	26.75616	26.81239	27.22038	26.46712	27.06313	26.67552	26.80767	27.55649	26.2723	25.98682	27.48202
WP_003518982.1	30.46767	30.18635	29.58103	30.3002	30.50501	30.70009	30.32952	30.95481	30.60641	31.42206	30.26896	30.18754	31.02334	31.27795	31.15587	31.6501	31.3026	31.28224	31.45702	31.47271	31.54494	31.44067	30.6225	31.13813	30.11048	30.55705	31.18363	30.38357
WP_003514830.1	23.33132	23.25877	23.62579	23.78002	23.79073	24.44896	23.26818	22.96555	23.43249	22.16895	22.29136	23.11843	23.59607	22.6535	22.24313	21.74311	21.8894	21.81986	21.4517	22.18216	25.22685	21.95408	22.84841	22.04927	21.81045	21.69382	19.99169	21.87728
WP_003512093.1	26.65473	23.97376	24.61953	27.00595	27.00843	24.53502	26.19956	27.10947	27.29659	26.00358	24.65307	27.4339	24.82789	26.26243	24.8227	25.1298	26.42921	24.05815	26.6775	24.72532	26.29437	26.36865	23.91275	24.63935	24.23279	25.19288	24.95184	24.57951
WP_003517144.1	25.20801	24.95062	19.19618	23.14019	20.2338	23.89376	22.6749	18.66972	19.57972	25.27132	24.74968	18.86124	25.43905	25.76277	25.272	23.68901	25.25418	25.85776	25.54263	25.35191	25.55344	25.01084	25.18315	24.71555	25.77865	24.44807	25.38504	25.52028
WP_003519027.1	23.11359	24.36565	23.57116	23.09621	24.67783	24.37212	24.5322	24.00991	22.8825	23.16441	20.25311	21.19922	24.09421	21.48149	22.88421	24.35608	22.27268	20.89641	22.88959	23.0192	22.0553	22.01812	20.10032	21.34968	20.19875	21.20883	18.00537	19.77183
WP_003511573.1	23.78687	24.44816	26.26701	25.8941	23.29061	24.35828	23.6003	20.39325	26.12979	25.19162	25.21002	24.35551	24.42449	24.30404	26.35208	27.13137	25.82773	26.48532	26.10114	26.92635	27.28323	25.07089	25.43978	26.42367	24.93699	25.01882	25.72973	24.31706
WP_003513376.1	23.04776	19.25219	21.00167	19.57794	24.32728	25.48761	20.51286	19.56706	19.73639	20.132	19.32748	19.47496	20.80364	22.71721	19.46435	20.61149	17.61156	23.1213	19.88085	22.77878	19.47292	19.63003	19.20095	22.98382	20.71298	19.49117	22.40381	22.14908
WP_003515682.1	18.02558	20.01014	24.47363	23.59487	24.47606	24.04823	26.02467	23.37528	20.18352	23.33277	23.28082	22.63392	25.30503	25.95074	25.22975	24.31078	24.55101	24.72939	25.73611	23.71524	22.31102	24.62098	23.48701	23.21465	24.59308	25.8725	23.65428	23.20931
WP_014522646.1	20.88554	20.73205	24.20898	17.85484	27.60335	21.55755	21.68399	23.01674	20.73691	25.56007	28.3663	19.54772	21.04955	19.87526	18.98246	20.39641	19.31977	19.99267	21.82467	20.53113	19.57798	21.38639	20.1975	27.06194	19.14619	19.14941	19.67598	18.7181
WP_003517213.1	29.04264	29.09724	29.25267	28.49374	29.24906	29.28247	29.26044	29.54952	28.61209	28.84573	29.54396	29.56272	29.7836	29.88643	29.53893	29.54069	29.78686	30.12765	29.7894	29.75343	30.27082	30.15952	30.21072	30.45308	29.54165	30.03732	30.30617	30.23744
WP_003515027.1	22.79735	23.25814	23.80362	24.76215	23.87829	25.66331	24.60265	23.09774	20.79728	23.64009	24.16694	19.76246	23.44725	20.50827	23.3366	23.35423	18.82739	19.66435	19.94915	19.29597	24.67931	22.73192	19.93221	18.96632	19.28584	19.45173	20.32925	20.33523
WP_003515844.1	28.23716	28.66727	29.22064	28.56136	28.28405	28.09135	28.47967	28.49083	28.35372	28.29489	27.79283	28.78229	28.72444	28.78432	28.18148	28.11421	28.31571	28.55325	28.85752	27.83964	28.65339	28.94155	28.96567	28.74486	28.93737	28.87195	29.11622	28.92148
WP_003515843.1	27.53048	27.63013	28.15403	28.18354	27.991	28.23552	28.11791	28.08328	27.19966	28.37486	28.10436	27.64447	28.64324	27.28181	27.07937	27.1256	27.41036	26.95229	26.19139	27.77834	27.61954	27.88506	27.10777	27.41916	28.61111	28.03552	27.22553	27.26248
WP_003520706.1	18.71247	20.55582	21.43007	18.7217	21.8034	20.67137	20.71522	22.59027	20.64133	20.30803	21.89861	22.1386	19.56013	20.47313	19.15582	19.79683	19.00452	20.7587	20.15074	20.46455	19.10199	20.73021	19.92776	19.57114	20.28984	19.55712	20.29299	18.20356
WP_003514572.1	25.4225	25.29912	25.92592	24.67765	25.52576	25.8315	25.6762	25.73827	24.85585	24.50383	26.23269	24.83601	24.83151	24.33269	25.73197	24.63675	25.3684	25.79448	24.86573	25.26641	25.99178	26.29858	25.85715	25.75109	26.51252	26.87867	26.86712	26.78801
WP_003516641.1	26.05041	27.17724	26.96244	26.47682	27.10762	27.58165	27.20584	27.21435	27.02959	27.50427	26.07136	27.70994	26.9327	27.2312	26.61887	27.16947	27.50445	26.93745	27.03106	26.64319	26.18255	26.77898	27.02554	27.35486	26.50112	26.19109	26.89156	26.36384
WP_003518454.1	25.13037	25.32965	25.00434	25.083	25.1489	25.75257	25.67681	25.77915	25.0345	25.40261	24.50982	25.43422	22.16921	22.65177	22.21124	21.45315	22.22099	22.47083	23.31443	22.46099	23.18211	23.96243	23.89184	23.4799	19.65736	20.13481	22.71668	21.37115
WP_003518740.1	22.15321	21.67793	23.39258	22.8951	24.20453	24.28409	24.36019	23.35971	22.03649	23.8979	22.51258	22.88555	21.32573	23.51045	22.36451	22.52856	21.09747	21.36642	23.30035	24.30459	20.19861	21.09735	22.31744	20.83276	19.62803	19.07962	20.69992	20.317
