"Protein"	"LL1210_T1_rep1"	"LL1210_T1_rep2"	"LL1210_T1_rep3"	"LL1210_T1_rep4"	"LL1210_T2_rep1"	"LL1210_T2_rep2"	"LL1210_T2_rep3"	"LL1210_T2_rep4"	"LL1210_T3_rep1"	"LL1210_T3_rep2"	"LL1210_T3_rep3"	"LL1210_T3_rep4"	"LL1210_T4_rep1"	"LL1210_T4_rep2"	"LL1210_T4_rep3"	"LL1210_T4_rep4"
"WP_003515503.1"	19.48586	17.77379	19.24393	20.18508	27.50908	19.31296	20.61861	28.03811	19.00475	19.639	28.22055	19.85498	20.12628	19.95504	17.50726	20.03345
"WP_003511531.1"	24.73277	23.72413	23.90923	24.30642	24.87257	24.72978	24.52068	24.79556	23.83223	25.10577	24.78176	25.21268	23.56381	24.32815	24.74186	19.70733
"WP_003520919.1"	19.59324	19.44937	19.82521	17.9785	21.59758	20.3739	23.28946	20.80284	19.97462	20.73952	20.48186	24.23185	18.18371	19.67747	19.23646	20.79437
"WP_003517505.1"	22.5461	18.96639	19.89412	19.61288	20.32284	19.16583	22.50183	19.88595	21.97779	19.27677	21.02363	18.86656	19.81752	19.98011	22.26046	19.03846
"WP_003513231.1"	28.33123	26.90987	28.25783	28.76643	28.07747	27.67602	28.04488	27.39586	28.16014	28.24262	28.63975	28.40519	28.79973	28.94807	29.30829	28.87835
"WP_003518235.1"	26.48975	25.97846	26.085	26.6558	26.08301	26.74843	26.88995	25.86434	27.14669	27.33573	26.4304	26.68673	27.07873	27.43434	26.65425	26.25226
"WP_003519285.1"	25.11311	25.01107	25.21822	24.36189	24.39157	25.93133	25.61686	26.26052	26.15927	26.7036	25.9185	26.56437	24.45526	24.93215	25.91137	26.02331
"WP_003513028.1"	20.387	19.14014	20.09751	19.14178	19.09455	19.2118	19.60097	20.08323	19.69794	20.34336	22.13144	20.34563	20.4564	20.18936	18.73802	19.19388
"WP_003514338.1"	25.9187	24.4214	25.70826	26.21713	26.75195	26.16642	25.14623	26.57397	25.85031	26.23866	26.52797	25.5786	25.63543	26.01679	24.29862	26.03109
"WP_003517501.1"	19.96409	20.09151	19.88705	19.31126	21.23984	21.32088	19.35636	18.03939	19.99962	19.12885	18.23085	21.15032	20.7679	20.04809	18.91734	21.49174
"WP_003511942.1"	20.3199	28.71463	20.94533	20.23924	28.05094	18.86481	27.61593	28.52541	20.20819	19.17507	28.08276	19.27733	20.42094	27.95271	19.89915	28.26097
"WP_003517075.1"	29.66891	29.38613	30.53524	29.99103	30.10631	29.56763	30.66891	29.76691	28.29961	28.83453	29.53681	29.83945	30.09319	29.68785	29.65606	30.42458
"WP_003511964.1"	27.76184	28.46108	27.10134	26.95454	28.06637	27.53977	28.20514	27.79198	28.47963	28.33958	28.45022	28.26917	27.73256	28.4045	28.391	28.12519
"WP_003517282.1"	25.14891	25.00805	24.99221	25.46906	25.23485	25.20881	25.26926	25.27575	25.5138	25.37507	25.33845	25.35886	25.24934	25.20524	24.90696	24.4593
"WP_003520369.1"	22.03067	20.50867	22.7054	23.06429	22.18282	18.89312	22.63679	22.53596	20.06738	22.61816	22.74593	25.22006	20.1984	22.10778	19.61906	22.59126
"WP_003516403.1"	24.17969	24.35939	24.2218	24.71162	24.46497	24.61347	24.14551	24.36773	23.61316	24.29161	24.29823	24.29869	24.13204	24.13447	24.43417	24.20579
"WP_003518516.1"	27.32416	26.81238	27.66716	26.68549	26.66899	27.14619	27.14243	27.46441	27.1116	26.31806	27.19535	27.20997	27.00094	27.22064	27.05796	26.84077
"WP_003516078.1"	22.39156	19.8201	19.53872	19.97451	19.6885	19.01379	27.19251	20.49235	19.74307	18.82622	26.50764	19.02053	19.57801	22.6186	22.49921	22.47356
"WP_003519236.1"	26.75395	25.51659	24.71225	25.30525	25.73563	26.13058	26.00056	26.17206	25.87149	26.14695	25.81852	25.45411	25.73962	25.43552	24.98106	25.47265
"WP_003512683.1"	25.17436	25.40809	25.89523	25.71306	25.32355	25.09644	25.27395	25.4575	24.41254	23.49964	24.99416	24.55887	23.67445	23.86645	25.29227	24.22308
"WP_003513014.1"	19.40504	24.05433	24.63532	24.72785	19.75891	25.49106	25.11648	19.17578	20.82404	18.85469	20.33213	18.45731	25.176	25.09633	25.16276	24.61266
"WP_003518963.1"	28.26623	25.77065	25.19913	26.97379	27.32907	25.57156	26.69646	27.31504	26.1698	25.29619	26.28319	26.85205	26.19642	25.76542	23.8269	18.99541
"WP_003516277.1"	21.50351	22.77976	20.56437	20.26316	19.96673	21.09309	22.07849	20.4847	19.07795	18.976	22.62557	19.94014	19.24073	19.72275	19.92446	20.09715
"WP_003512035.1"	26.84058	26.82858	28.86431	26.71766	28.12835	28.88371	29.03819	27.71733	29.13182	29.39959	29.029	29.166	28.8566	29.63983	29.1345	29.60144
"WP_003517514.1"	28.57632	28.54515	28.71991	28.69078	28.33029	28.53048	28.45473	28.41414	28.25039	28.32053	28.55221	28.51925	27.50337	27.94572	28.30549	28.12735
"WP_003516296.1"	28.55464	28.95715	28.13503	28.41895	28.88027	28.48336	28.35355	28.66567	29.06874	28.80801	28.74124	28.85051	29.08725	29.02651	29.00257	28.89243
"WP_003513837.1"	20.77403	21.51266	25.92233	25.83589	25.73683	23.00284	23.45912	25.83749	19.2325	20.42029	19.10582	19.49289	19.53909	23.76231	23.35907	23.63062
"WP_003514225.1"	22.38604	20.11603	23.12156	20.46272	22.00118	20.45042	18.81985	21.02619	19.03514	19.16055	19.69881	21.46267	19.64309	20.80717	20.1356	20.62955
"WP_003517490.1"	27.14648	25.78775	31.1514	20.32799	31.00969	30.89453	26.48425	30.73379	31.58605	26.45753	27.82236	27.75391	26.97279	30.57966	30.59169	26.8403
"WP_003512502.1"	26.104	25.36233	25.11995	25.31777	24.84811	24.61861	24.9743	24.83536	24.7425	24.55222	24.74651	24.72112	24.53244	24.34217	24.25104	24.69348
"WP_003513233.1"	19.78524	20.32062	19.39648	20.01769	19.75168	19.19736	19.80631	26.44031	20.13071	20.35238	19.76911	19.86745	19.17186	19.05549	19.99305	18.6815
"WP_003518360.1"	19.54755	20.18249	19.44092	21.05197	20.83301	20.38287	21.68268	18.23482	20.66014	19.14249	19.97659	19.47186	18.83266	19.21054	19.66475	19.90848
"WP_003520699.1"	19.02625	23.15134	19.10547	19.38129	19.39577	19.1794	20.16311	23.45508	18.72298	24.02034	19.76189	23.32321	23.18433	23.37009	23.39875	22.82853
"WP_003516411.1"	25.94622	26.03207	26.06443	27.7097	26.33615	26.7138	25.76425	26.46989	26.20012	26.35096	27.19469	27.2275	27.64303	27.66356	27.30716	27.55949
"WP_003518903.1"	26.71301	26.69263	26.79647	26.55858	26.47492	26.46569	27.02109	26.70955	26.1447	26.92337	26.7361	27.09234	26.52635	26.56169	26.47309	26.55763
"WP_003515658.1"	27.86106	27.30585	27.19061	26.7954	27.25224	27.18951	27.55906	27.13446	27.37679	27.46583	27.11381	27.22638	27.14379	27.24451	27.16386	27.19423
"WP_003515828.1"	25.75252	24.79743	24.82088	24.81143	25.11534	25.12037	25.29087	24.95334	24.539	24.66442	24.90312	24.69077	25.20987	23.87922	24.56146	24.14583
"WP_003515629.1"	24.18699	19.86438	25.1457	25.07113	25.15404	25.43487	24.76807	24.77861	23.89455	24.85163	25.51783	24.77886	23.84995	24.50636	24.07478	24.43296
"WP_003517961.1"	19.98476	20.92472	22.89703	19.52917	20.44376	19.1045	19.78628	20.33504	19.9431	19.06719	20.84148	20.69446	20.42469	19.01255	20.75903	19.90947
"WP_003521232.1"	23.14698	24.58152	24.21431	23.80113	24.16979	24.66738	23.87619	24.10146	22.72025	24.84452	24.65456	19.75882	18.3261	24.71588	18.99143	24.14903
"WP_003516982.1"	28.06479	28.56976	28.3723	27.68059	28.58026	27.7247	28.01647	28.0333	28.76802	28.82301	28.654	28.7226	28.87135	29.0436	29.01137	28.72256
"WP_003512386.1"	26.39003	26.8962	24.95594	24.50539	27.04622	27.04112	25.43787	26.29005	25.15531	25.32966	26.03236	25.52155	25.53515	24.78999	25.87571	25.86075
"WP_003516700.1"	21.80794	25.20568	21.44077	19.34033	19.25043	20.11497	20.9509	19.10934	19.94408	20.08305	19.40655	25.39039	20.40675	20.11163	23.04452	21.80162
"WP_003517352.1"	23.97981	19.21194	19.13284	22.74071	23.95401	19.84597	24.83425	24.29616	24.18806	24.6582	24.24051	24.52823	24.06757	24.46309	24.0112	23.72729
"ADU75853.1"	21.62083	19.36354	19.2495	20.38859	19.29584	19.84146	22.39595	19.70203	19.91825	21.95767	20.45286	27.63323	19.40889	20.64274	19.14788	19.88349
"WP_003512401.1"	26.27614	25.78903	25.89015	25.44928	27.56408	27.23518	27.9276	27.07237	27.49744	24.90269	27.6368	27.68205	24.76647	25.42231	24.57743	25.29223
"WP_003516702.1"	26.2084	24.83776	24.23842	20.89515	18.95308	25.96537	20.05963	24.93481	24.75235	19.81262	24.31046	27.34383	26.28423	26.07518	27.13866	19.09439
"ADU75877.1"	25.89745	26.38696	24.9134	25.55726	25.16582	25.17587	25.96447	25.23502	26.5253	26.21425	26.6125	26.69445	24.26097	25.67697	26.49062	26.03606
"WP_003519033.1"	23.89319	23.08335	26.5306	22.83625	22.38739	26.26679	23.9922	22.30369	24.42118	24.63499	24.58663	24.31755	23.62767	23.49644	21.36805	24.93143
"WP_003517971.1"	20.33144	24.54045	20.63835	19.04165	18.98105	25.3446	23.56343	19.7723	22.58551	19.80808	25.78769	25.0187	18.74411	18.69939	24.50363	24.59804
"WP_003516271.1"	27.56427	27.21483	27.56351	27.12753	27.49908	27.30363	27.32091	27.51541	27.11138	27.35789	27.74825	27.9565	27.18374	27.2702	27.18815	27.57685
"WP_003521200.1"	23.29231	19.16994	22.7802	20.20908	23.52419	22.39418	22.42368	23.2898	23.8824	23.10684	19.26144	19.96013	23.8541	23.33108	23.52194	19.65467
"WP_003517987.1"	23.35751	23.75803	23.65086	23.6335	23.69261	24.28414	24.55043	24.80029	23.1881	24.25598	25.51854	25.16137	22.85578	23.60531	24.50875	24.14939
"WP_003519460.1"	19.96529	20.24462	19.42697	20.21002	19.10024	17.50672	20.25139	19.97968	19.13356	17.4609	19.30678	17.87449	19.52489	19.92341	18.9481	23.12484
"WP_003519031.1"	30.41359	30.08876	29.81998	30.29674	29.74242	29.96461	29.90712	29.90356	26.09613	28.72243	29.21296	28.73657	28.11156	29.48592	26.64869	29.40726
"WP_003517989.1"	26.33434	27.55579	27.14233	27.08641	27.57293	27.51148	27.57547	27.88149	27.26338	27.25544	27.7124	27.13002	26.06832	25.68324	27.17062	27.06094
"WP_003512411.1"	29.29127	30.3916	29.48711	29.19455	29.79778	30.1558	30.76893	29.73181	30.80995	31.20118	30.81924	30.8979	30.76032	30.65983	30.7651	30.77697
"WP_003518588.1"	24.83194	24.43324	24.62256	24.72494	23.95022	24.72845	25.00072	25.0264	23.65245	24.7033	24.53641	24.78529	24.47064	24.61884	25.23937	24.63221
"WP_003518031.1"	24.72216	24.81156	24.69768	23.45936	23.89038	24.40041	23.56236	24.35441	24.86919	24.7459	24.83094	24.45357	24.93742	24.91438	24.9608	24.28332
"WP_003513101.1"	23.97693	20.76394	20.57305	20.1853	20.51935	19.23603	18.26466	19.76509	19.69071	19.19943	18.96457	20.37762	21.13725	19.9244	20.05716	19.91031
"WP_003517593.1"	22.90472	23.65152	22.32648	19.4345	19.28158	22.26651	20.64909	20.84413	19.94492	23.18995	20.86641	22.24793	19.93826	19.89849	20.59311	20.03211
"ADU75560.1"	27.51197	27.57055	27.39321	27.13805	27.59805	28.10944	27.90009	27.99242	26.68439	27.57595	27.82815	27.64238	26.83479	27.83882	27.27077	26.74881
"WP_003515304.1"	21.0969	18.86374	19.4096	19.96759	20.45263	18.73757	19.3693	19.40992	20.06604	18.6983	18.99249	19.03412	19.43121	19.11128	18.63209	18.05892
"WP_003514144.1"	20.2309	23.9253	23.39489	23.88547	23.6891	22.25478	23.22702	21.03493	18.10388	23.4929	21.64935	22.41493	23.89253	19.67021	19.86724	24.31392
"WP_014522644.1"	26.10321	20.06059	20.76242	20.83535	20.48871	21.30077	23.70878	20.4557	19.75417	18.87858	24.46558	24.18932	21.042	19.92524	19.86824	19.71848
"WP_003516409.1"	24.85872	24.54711	26.00279	24.74406	25.77608	23.85799	25.25508	24.60653	24.70594	24.33838	26.34265	26.05392	26.21267	25.96929	25.83184	25.73085
"WP_003513372.1"	27.95273	28.00811	27.92208	27.6585	27.82779	27.95836	27.71713	27.72465	29.07243	28.88774	29.25516	28.44963	28.72246	28.96389	28.45826	29.20006
"WP_003515306.1"	25.53807	24.58048	19.33719	25.88268	25.29727	24.88686	20.64164	25.10312	20.39949	24.24496	24.32799	25.23072	19.86488	20.04674	23.60655	20.36744
"WP_003518379.1"	21.51991	22.78891	22.57413	23.22685	23.30061	23.0944	23.5704	22.04382	21.21307	23.87899	23.03009	23.15586	23.01804	18.07832	22.96383	22.91344
"WP_003518660.1"	27.36279	27.61022	27.49676	26.24086	27.00817	26.86189	27.07347	26.67196	25.63529	26.46021	26.19398	25.97651	23.73519	25.72405	25.83083	26.40875
"WP_003519202.1"	25.00704	20.06155	20.31406	23.62171	19.26383	24.99761	23.9797	24.17512	20.36367	19.8657	19.1115	24.22643	23.24377	24.32083	25.48395	20.33142
"WP_003513117.1"	20.41722	20.03621	24.1929	20.21082	24.8436	18.91689	24.14742	24.77713	24.66091	24.77031	24.78433	24.52256	20.91915	19.73388	24.49771	20.10537
"WP_003518662.1"	27.02067	25.64335	24.79747	26.44909	26.43718	26.38176	26.0928	26.55669	26.38134	26.71911	27.13964	26.54344	26.43193	26.36775	25.26745	26.47325
"WP_003519204.1"	26.4377	25.32315	25.41596	25.27347	25.83937	26.10627	25.69522	25.77703	26.18702	26.41591	26.32243	26.26272	26.20602	26.45216	26.42299	26.13388
"WP_003517585.1"	28.25636	19.26649	21.43963	21.26327	21.85276	26.6389	21.168	19.26489	23.98385	19.5841	20.52832	20.36981	19.79933	20.38126	19.84208	19.47519
"WP_003514908.1"	24.8351	19.81301	20.054	20.32671	19.18984	19.89877	23.29683	19.3102	24.57685	19.89114	19.29254	20.92238	19.20223	23.92012	19.04772	24.24051
"WP_003517604.1"	26.37615	23.36436	21.98214	24.31013	20.18799	23.14818	23.76376	23.74913	26.32376	24.51925	24.04739	24.62794	25.17215	24.57815	23.2259	24.25647
"WP_003516419.1"	27.90734	28.19648	28.43163	26.14749	27.84328	26.46637	28.11167	26.604	25.89399	25.81095	26.11493	25.59956	24.76078	24.31212	25.38146	19.1326
"WP_003512420.1"	27.33947	27.66224	27.73943	27.61312	27.39247	27.3737	27.6276	27.63654	26.53985	26.58169	27.32267	26.92689	26.23753	26.24728	26.56213	26.1763
"WP_003512678.1"	18.4868	20.06237	20.04964	18.4493	19.92227	19.61866	18.45464	18.96817	20.13889	20.10342	20.46171	18.07391	21.09887	20.34533	19.61174	19.43566
"WP_003519476.1"	25.96825	25.31297	26.57586	26.6035	27.09058	27.03979	27.05198	27.23418	24.49709	24.48121	26.58484	26.77127	20.45204	21.166	25.4857	21.9281
"ADU74011.1"	27.0095	26.84625	25.96677	26.91726	26.25931	25.6609	26.66146	26.4592	26.8564	26.21398	26.88762	26.31414	26.60639	26.41741	26.363	26.19907
"WP_003514559.1"	23.35653	20.18118	23.26362	20.02831	23.08133	19.92407	20.49617	18.99608	19.51224	19.9601	23.0503	22.21371	19.92807	20.11983	22.71488	19.5413
"WP_003512422.1"	25.40811	25.53708	23.61595	24.58926	24.08269	25.09659	24.71462	24.66501	24.19019	25.47508	24.67011	24.11854	24.89905	25.33984	24.95611	25.58277
"WP_003518803.1"	23.58679	23.23073	23.48287	23.21316	24.26455	23.33213	24.11399	23.18995	24.56924	24.89105	23.73303	24.20356	24.85634	24.1909	23.86279	24.60738
"WP_003513610.1"	23.65388	23.79947	23.57025	20.64576	23.73002	25.88928	24.45984	24.01996	26.74975	24.64986	24.64968	24.39977	23.12173	23.46798	24.65131	23.94246
"WP_003512440.1"	26.68398	27.16843	27.12713	26.49339	26.8998	27.04568	27.37424	27.21324	26.97029	26.98017	27.5751	27.24999	26.94341	26.43008	26.93554	26.8138
"WP_003517214.1"	27.53057	28.98297	25.93309	26.13262	26.46129	26.31558	28.47467	27.05749	28.29355	28.31496	28.46103	28.88478	27.76316	27.8589	28.13169	28.19862
"WP_003516298.1"	22.24329	18.25646	17.79255	23.01549	19.91782	20.13523	19.30472	19.11502	19.17156	22.96295	19.27482	20.21709	19.90052	23.1378	19.86908	19.06264
"WP_003515680.1"	25.45054	25.31846	24.93489	25.63968	26.16752	25.97579	25.91787	25.68656	25.41638	25.92464	27.29733	25.56785	25.14365	25.49341	25.38341	24.98988
"WP_003513203.1"	27.29057	26.80121	26.41155	27.13606	26.76503	26.75616	26.81239	27.22038	26.46712	27.06313	26.67552	26.80767	27.55649	26.2723	25.98682	27.48202
"WP_003518982.1"	31.02334	31.27795	31.15587	31.6501	31.3026	31.28224	31.45702	31.47271	31.54494	31.44067	30.6225	31.13813	30.11048	30.55705	31.18363	30.38357
"WP_003514830.1"	23.59607	22.6535	22.24313	21.74311	21.8894	21.81986	21.4517	22.18216	25.22685	21.95408	22.84841	22.04927	21.81045	21.69382	19.99169	21.87728
"WP_003512093.1"	24.82789	26.26243	24.8227	25.1298	26.42921	24.05815	26.6775	24.72532	26.29437	26.36865	23.91275	24.63935	24.23279	25.19288	24.95184	24.57951
"WP_003517144.1"	25.43905	25.76277	25.272	23.68901	25.25418	25.85776	25.54263	25.35191	25.55344	25.01084	25.18315	24.71555	25.77865	24.44807	25.38504	25.52028
"WP_003519027.1"	24.09421	21.48149	22.88421	24.35608	22.27268	20.89641	22.88959	23.0192	22.0553	22.01812	20.10032	21.34968	20.19875	21.20883	18.00537	19.77183
"WP_003511573.1"	24.42449	24.30404	26.35208	27.13137	25.82773	26.48532	26.10114	26.92635	27.28323	25.07089	25.43978	26.42367	24.93699	25.01882	25.72973	24.31706
"WP_003513376.1"	20.80364	22.71721	19.46435	20.61149	17.61156	23.1213	19.88085	22.77878	19.47292	19.63003	19.20095	22.98382	20.71298	19.49117	22.40381	22.14908
"WP_003515682.1"	25.30503	25.95074	25.22975	24.31078	24.55101	24.72939	25.73611	23.71524	22.31102	24.62098	23.48701	23.21465	24.59308	25.8725	23.65428	23.20931
"WP_014522646.1"	21.04955	19.87526	18.98246	20.39641	19.31977	19.99267	21.82467	20.53113	19.57798	21.38639	20.1975	27.06194	19.14619	19.14941	19.67598	18.7181
"WP_003517213.1"	29.7836	29.88643	29.53893	29.54069	29.78686	30.12765	29.7894	29.75343	30.27082	30.15952	30.21072	30.45308	29.54165	30.03732	30.30617	30.23744
"WP_003515027.1"	23.44725	20.50827	23.3366	23.35423	18.82739	19.66435	19.94915	19.29597	24.67931	22.73192	19.93221	18.96632	19.28584	19.45173	20.32925	20.33523
"WP_003515844.1"	28.72444	28.78432	28.18148	28.11421	28.31571	28.55325	28.85752	27.83964	28.65339	28.94155	28.96567	28.74486	28.93737	28.87195	29.11622	28.92148
"WP_003515843.1"	28.64324	27.28181	27.07937	27.1256	27.41036	26.95229	26.19139	27.77834	27.61954	27.88506	27.10777	27.41916	28.61111	28.03552	27.22553	27.26248
"WP_003520706.1"	19.56013	20.47313	19.15582	19.79683	19.00452	20.7587	20.15074	20.46455	19.10199	20.73021	19.92776	19.57114	20.28984	19.55712	20.29299	18.20356
"WP_003514572.1"	24.83151	24.33269	25.73197	24.63675	25.3684	25.79448	24.86573	25.26641	25.99178	26.29858	25.85715	25.75109	26.51252	26.87867	26.86712	26.78801
"WP_003516641.1"	26.9327	27.2312	26.61887	27.16947	27.50445	26.93745	27.03106	26.64319	26.18255	26.77898	27.02554	27.35486	26.50112	26.19109	26.89156	26.36384
"WP_003518454.1"	22.16921	22.65177	22.21124	21.45315	22.22099	22.47083	23.31443	22.46099	23.18211	23.96243	23.89184	23.4799	19.65736	20.13481	22.71668	21.37115
"WP_003518740.1"	21.32573	23.51045	22.36451	22.52856	21.09747	21.36642	23.30035	24.30459	20.19861	21.09735	22.31744	20.83276	19.62803	19.07962	20.69992	20.317
"WP_003516867.1"	26.27356	26.12481	25.72829	25.88958	26.7913	26.01785	26.32924	25.69795	25.75837	25.87849	26.31831	25.96518	25.88734	26.08192	26.007	26.22485
"WP_003518883.1"	20.79641	20.25264	20.10505	19.47086	19.97443	18.99099	19.94214	19.27826	18.75938	18.95308	17.62521	19.64284	19.82327	18.73591	20.06544	19.30341
"WP_003519478.1"	29.24761	29.66636	30.34422	29.84422	30.01704	29.93262	30.20984	30.63894	29.25561	29.20998	30.23733	29.92217	28.8289	28.41898	29.66815	29.35195
"WP_003517995.1"	25.92454	25.63988	25.2359	28.38118	25.87109	24.76146	26.52213	25.3402	25.09469	19.11038	28.93695	25.78237	24.15055	25.28202	25.48508	26.43265
"WP_003514458.1"	22.84468	23.60524	23.20441	19.75921	24.69271	24.49936	24.03022	25.38532	26.69547	26.21242	26.01647	25.468	24.27338	25.31527	24.86326	24.37422
"WP_003518303.1"	25.39512	25.16122	25.28849	26.30006	23.80058	25.52174	25.89096	24.71284	24.22567	25.54839	25.58081	25.43474	25.75018	25.45033	25.50196	25.63845
"WP_003518584.1"	26.3898	26.67176	25.00652	26.05449	25.94964	26.08782	26.14524	26.13776	26.09199	26.42252	26.56214	26.40621	26.59576	26.51936	26.32566	26.75799
"WP_003517993.1"	25.29829	25.22623	24.52196	24.51391	25.65044	25.33709	26.29031	26.10839	26.07445	25.38912	26.43846	24.91589	24.75779	25.6065	24.80489	23.74835
"WP_003514456.1"	28.42127	29.10515	26.83609	28.78654	26.54003	26.96502	27.64765	26.74959	27.96755	27.56466	27.4037	27.32365	28.24591	28.25988	28.06256	27.58315
"WP_003512755.1"	28.49415	29.34997	28.93317	28.88465	29.06867	28.9735	28.94206	28.84592	28.47143	28.65188	28.57732	28.64419	28.54764	28.48537	28.09039	28.75244
"WP_003512352.1"	25.59933	25.30917	25.98348	24.88868	25.374	25.49053	25.81006	25.62441	25.82864	25.67783	25.17495	25.20175	24.73238	24.78581	24.90643	24.26414
"WP_003515023.1"	21.30785	25.9998	26.00163	19.85972	27.9521	19.14745	20.99104	28.14609	27.71951	18.90951	28.44834	19.85446	21.14048	20.34913	19.43107	27.99333
"WP_003513413.1"	25.11092	25.19766	25.02766	24.22634	24.79075	24.58117	25.25299	24.53745	25.49095	25.06479	24.98307	24.55771	26.05872	25.2548	25.15391	25.52146
"WP_003517991.1"	18.67139	19.63794	23.21132	19.4043	22.62769	18.94765	23.64952	22.54775	23.45262	22.40604	19.33068	22.95152	19.38736	18.2226	23.78392	22.96993
"WP_003511598.1"	25.00355	24.50462	24.9284	25.30102	24.8393	25.46623	25.39201	24.66719	26.30318	25.83724	26.37132	26.34258	25.63346	25.58876	26.50615	25.91105
"WP_003517747.1"	25.54128	25.17461	25.35025	25.50365	25.88449	25.92392	25.52242	26.05613	26.02147	25.96633	24.6226	26.04749	25.74031	25.69784	26.05669	25.65752
"WP_003515025.1"	29.08946	28.66275	28.5995	28.7769	29.01595	29.13944	29.07215	29.21151	29.30731	29.10403	29.0757	29.1518	28.94366	28.70647	29.30932	29.06701
"WP_003513527.1"	27.65653	27.83088	26.5917	26.68114	26.87749	27.78044	27.67109	26.73182	25.44186	27.31955	27.30648	26.04634	27.3075	26.16538	25.98965	26.33559
"WP_003517817.1"	28.96704	29.46301	29.2533	29.58444	29.16429	29.70234	29.33768	29.24769	29.72266	30.0019	29.9624	29.86131	30.22245	30.1636	29.87726	30.18666
"WP_003518171.1"	22.73456	19.30377	23.00295	23.67664	19.69773	21.40649	19.5969	21.92702	20.36746	20.02456	18.83908	19.63548	20.76579	20.33095	19.0862	18.62816
"WP_003517654.1"	26.27216	25.55191	26.3026	25.73232	26.62299	26.93811	27.03543	26.15922	26.87121	26.498	26.68396	26.60302	27.16426	26.67836	25.74619	27.2919
"WP_003512317.1"	27.7576	28.7645	28.71709	28.51767	28.93598	28.89388	28.22522	28.83151	29.20934	29.60007	29.18443	29.52398	29.20106	29.53838	29.619	29.53458
"WP_003517464.1"	27.92743	25.33284	27.012	27.52444	27.03665	28.1104	25.14368	27.16543	25.86871	27.34762	27.93372	28.27665	19.49261	26.33466	27.96353	27.8381
"WP_003515029.1"	26.07816	24.532	24.30692	25.36095	25.26832	24.29232	25.07367	24.95432	24.46288	25.30289	25.368	25.10874	24.9383	24.85554	25.02082	24.37895
"WP_003511564.1"	26.74548	25.58994	26.57628	26.39445	26.7014	26.86243	26.32427	26.51136	26.58777	26.65143	26.86338	26.21898	26.45438	26.64987	26.84294	26.42158
"WP_014522658.1"	23.27037	23.31077	22.8734	24.00022	23.67648	23.85338	22.13327	23.06021	24.20242	23.33741	24.1337	23.98062	22.76687	23.94005	24.5917	22.69812
"WP_003513713.1"	28.07236	27.66411	27.81822	28.90804	27.88133	28.16061	29.30876	28.0421	27.83491	28.01457	27.79683	28.03473	27.984	27.72178	27.79495	28.11653
"WP_003518419.1"	20.65506	19.59938	19.83425	19.07648	19.99942	20.05679	20.61346	26.9048	27.45344	20.5634	19.01593	27.15456	19.79321	19.3198	19.39127	19.42124
"WP_003512315.1"	27.5867	28.63118	28.60957	27.8931	28.32362	28.01187	26.98709	28.27398	28.5552	27.62553	27.66741	27.72314	27.9454	27.71702	27.37932	27.53411
"WP_003515850.1"	26.97923	27.66369	26.37322	25.34596	26.46423	27.17107	27.08752	27.02605	27.28476	27.34378	27.92306	27.11154	27.44624	27.71829	28.14586	27.71183
"WP_003519398.1"	26.0963	23.61923	24.8009	24.83282	25.39565	25.5413	25.56311	25.31445	26.11638	25.78526	25.65904	25.72002	25.44888	26.38674	26.25974	25.54481
"WP_003512313.1"	27.34127	26.76864	27.82579	28.05252	28.02637	27.98527	27.99299	27.9868	26.49698	27.61424	27.11322	27.01616	27.22962	27.56376	26.46065	26.98161
"WP_003517495.1"	24.35172	25.23352	24.00515	24.966	24.51029	24.70597	24.88487	25.39263	23.48145	25.28678	26.18566	25.30932	20.04563	23.90104	25.06376	24.18132
"WP_003516362.1"	25.2336	19.70243	20.12951	20.61511	25.29596	20.59277	23.86633	19.20443	25.23091	25.2225	19.98428	20.7366	24.50833	18.64618	19.49762	24.20325
"WP_003513282.1"	30.46345	31.03782	31.54671	31.12302	31.23159	31.51389	31.18811	31.30519	31.27585	31.42398	30.38268	30.81532	31.38946	31.34676	31.69281	31.27728
"WP_003512309.1"	24.94948	24.63631	24.59906	24.98993	25.03271	24.77416	24.2646	24.95228	24.30759	24.83855	24.94091	24.46061	24.39765	24.6785	24.66525	23.74557
"WP_003515536.1"	26.29166	26.3409	26.19526	27.31327	25.94212	26.00425	25.87634	25.47781	25.87866	24.90488	25.87255	26.20738	25.28963	26.17593	25.14074	26.18099
"WP_003518305.1"	26.87782	26.67531	25.7916	26.2119	25.12801	26.65568	26.51944	25.68613	25.11894	25.93976	25.47693	26.24635	25.40111	25.6638	25.7395	24.62252
"WP_003517805.1"	24.80158	24.67804	25.2597	24.65801	23.99164	24.54226	24.90579	25.09667	24.4131	24.68345	24.739	25.17217	24.48333	24.62923	24.91134	25.06333
"WP_003511984.1"	27.85795	26.69927	27.3861	27.21361	27.5015	27.94398	27.64947	27.60352	27.72295	27.5264	27.27271	27.71248	27.63586	27.64656	27.57275	27.58943
"WP_003516360.1"	29.21661	29.3367	28.56952	27.8457	28.17438	28.02139	28.73066	28.53233	28.89253	28.95321	28.40882	28.57305	28.65496	28.96952	28.6108	28.74243
"WP_003518483.1"	28.13517	29.14199	25.93811	27.79449	29.10652	28.38436	29.22143	29.36965	29.22869	29.62431	29.77526	29.58055	28.97982	29.37307	29.31364	29.40549
