"Protein"	"LL1210_T1_rep1"	"LL1210_T1_rep2"	"LL1210_T1_rep3"	"LL1210_T1_rep4"	"LL1210_T2_rep1"	"LL1210_T2_rep2"	"LL1210_T2_rep3"	"LL1210_T2_rep4"	"LL1210_T3_rep1"	"LL1210_T3_rep2"	"LL1210_T3_rep3"	"LL1210_T3_rep4"	"LL1210_T4_rep1"	"LL1210_T4_rep2"	"LL1210_T4_rep3"	"LL1210_T4_rep4"
"WP_003517450.1"	29.21393	29.13663	29.07766	28.96647	29.54448	29.09937	29.59148	28.86042	29.85169	29.83051	29.70299	29.21881	29.98096	30.21513	29.76287	30.11451
"ADU75258.1"	25.2626	19.23553	20.33364	18.58691	24.829	18.63163	24.81898	24.88297	18.24771	18.5918	19.70803	24.88806	20.33189	19.43735	24.30392	21.05901
"WP_003518592.1"	22.79535	22.17229	24.82841	24.7829	22.88429	19.86686	23.59724	24.72997	22.74087	22.74087	20.00923	26.02953	23.36082	24.68167	19.01577	23.16501
"WP_003514654.1"	30.81861	30.67056	30.45945	29.76588	30.53127	30.74975	30.96919	30.59902	29.4939	30.23044	30.0208	30.48883	30.84753	31.01899	30.32029	31.25029
"WP_003521100.1"	26.2482	18.89944	20.19582	25.62672	26.24893	25.29237	26.49697	26.28866	25.84955	24.90849	20.21748	19.27305	25.43575	26.0723	18.66894	25.42587
"WP_003512981.1"	25.06613	26.41763	24.64102	25.39784	24.91874	24.83167	26.08857	25.33811	25.39408	25.42079	25.66555	28.98602	24.82798	25.45931	25.99824	25.65194
"WP_003514192.1"	28.38585	22.29548	28.65594	22.86825	23.41283	22.88153	28.30878	23.71903	22.98713	27.07253	27.43783	21.87309	27.40643	27.58971	22.07994	27.16634
"WP_003511560.1"	25.02578	20.47685	25.94904	23.40303	25.12646	24.99153	19.45592	24.89612	24.88861	25.78373	25.40646	24.92723	20.3652	25.08957	25.83865	24.38194
"WP_003516223.1"	19.49738	22.78606	19.87842	20.59777	25.50073	25.55087	19.49997	20.20047	20.34933	19.83361	20.07688	25.59441	19.45731	21.07117	20.29683	25.305
"WP_003512652.1"	24.90012	23.68491	23.96932	23.13121	24.32938	24.87503	24.16257	22.88461	23.04168	24.45092	24.35916	24.38022	23.36073	24.34855	23.36293	23.92121
"WP_003515854.1"	27.38492	26.26596	26.04658	26.79829	25.6375	26.59462	26.72601	26.41849	26.55976	26.59226	26.48166	26.32552	27.18504	26.73505	26.45181	27.46905
"WP_003514852.1"	20.05718	24.79208	24.40416	24.84099	24.48812	25.28492	25.23638	24.80169	19.34141	26.07384	24.55931	27.2631	19.7835	23.87282	23.98149	24.34185
"WP_003516269.1"	25.28386	23.69537	24.4758	24.57048	24.60698	24.16302	24.70721	24.63694	24.20712	25.69499	24.90358	23.61176	25.10178	24.40256	23.08649	22.03433
"WP_003516164.1"	23.97657	18.39754	20.93638	19.63338	20.208	19.86785	19.16749	19.93531	18.66993	19.83461	24.95584	20.34022	20.71825	23.01158	18.15096	19.84113
"WP_003518218.1"	27.41419	27.43624	27.62729	27.37821	27.23503	27.15414	27.90888	27.24159	27.49367	27.27881	27.5749	27.19792	28.09854	27.57012	27.53423	27.76613
"WP_003519144.1"	22.37738	25.99685	22.73812	23.368	22.93393	23.5834	23.7508	23.2158	24.07	23.59008	22.99451	23.23798	24.23502	24.03776	24.18978	24.46663
"WP_003515923.1"	27.07614	25.59895	26.04659	26.03925	26.16649	26.67816	26.86849	27.09309	27.14519	26.55633	26.60126	26.88522	26.19376	26.38432	26.44339	26.33454
"WP_003513387.1"	26.90611	26.92684	27.50252	27.48567	27.83906	27.72537	27.41823	27.79725	27.61483	27.66481	27.67079	27.52949	27.68135	27.41395	27.90069	27.31386
"WP_003514437.1"	20.12355	20.45907	19.22746	18.9909	20.06718	19.8417	19.19462	19.93087	19.45858	19.80832	19.75309	19.12505	19.70375	19.85623	20.27848	19.32608
"WP_003519142.1"	22.7642	22.17968	23.63761	19.74549	22.50842	20.47675	19.31024	17.62948	22.02367	22.06679	20.83235	19.1713	21.85777	23.05461	22.20472	20.96226
"WP_003516902.1"	26.71086	26.91017	26.86176	26.25373	26.83373	27.36081	27.20284	27.44685	27.36787	27.63439	27.97746	27.63368	27.42535	27.34795	27.78626	27.78806
"WP_003515275.1"	28.9136	28.03083	28.51843	28.40477	28.7236	28.82175	28.53353	28.49184	28.61868	28.93793	28.75761	28.94541	28.69119	28.67691	28.71219	28.75103
"WP_003513385.1"	26.08132	25.33581	25.56202	25.57555	25.92378	25.43128	25.41485	25.40219	26.07533	25.15574	25.59237	25.61846	25.39804	25.14116	25.45974	26.1667
"WP_003517936.1"	22.89822	22.18228	19.37872	22.06927	19.74287	21.64473	20.68678	19.33409	21.0872	19.00968	19.08901	18.82226	22.42086	19.34242	19.25814	19.76658
"WP_003516214.1"	27.81387	27.64742	28.05413	28.53706	27.61373	28.17651	28.10569	28.03128	27.14642	26.8071	28.03841	27.84844	27.39729	27.13388	27.33389	27.71394
"WP_003515277.1"	20.31942	19.47038	19.18556	21.30376	20.82387	23.77011	19.48614	18.84274	20.76019	19.57673	19.24332	18.85074	19.83142	20.97466	24.03634	24.5023
"WP_003514302.1"	27.62997	27.9985	28.01782	29.34783	27.72958	28.11368	27.931	28.18193	27.53236	28.21623	28.29067	28.14978	27.91344	28.36069	27.22792	28.38369
"WP_003517452.1"	25.71181	25.71743	26.41093	25.55946	26.05376	25.41698	26.42223	25.72814	26.41817	26.31122	26.77373	26.45642	26.12569	26.69977	26.4589	27.073
"WP_003517938.1"	25.02295	24.28953	24.44712	24.6459	24.72856	24.52179	24.25216	24.5955	23.78311	24.43745	24.31666	24.67784	24.20927	23.64676	23.42363	25.25716
"WP_003513811.1"	22.55654	22.83403	24.98034	23.11301	24.34364	24.35265	23.17402	21.76905	22.94579	23.16488	23.53531	23.63038	22.71311	23.32617	18.57839	22.69881
"WP_003519437.1"	20.11673	25.82388	20.25781	26.50168	26.32569	26.24829	26.38048	19.0195	19.87613	25.86559	19.04627	25.61956	25.58078	25.45658	25.50674	25.36509
"WP_003517565.1"	21.1359	18.81171	20.77596	20.145	19.07772	19.04729	20.62206	19.98736	19.36396	19.83547	20.14012	18.97212	19.64361	19.78186	19.37675	20.83747
"WP_003512498.1"	19.78128	19.58531	18.88004	19.65495	19.23228	19.61134	19.46892	19.71125	26.25388	19.95873	20.66871	20.41719	26.02242	20.85016	21.02543	26.16658
"WP_003512259.1"	23.40057	21.18286	23.67547	24.059	23.98684	22.40768	24.38435	23.38589	25.30882	17.9617	18.7346	19.15677	22.42411	22.57255	23.2646	22.64109
"WP_003511628.1"	25.20975	23.79253	25.28054	25.69619	24.56258	26.09557	25.80706	24.28503	24.869	24.4292	26.31849	24.38034	24.39367	25.25383	25.3397	25.38033
"WP_003514320.1"	20.76903	19.99489	20.07419	21.21172	19.03491	19.8687	23.14874	20.0123	20.99099	22.89007	19.9528	20.34925	20.24608	19.71544	22.38015	19.7
"WP_003518722.1"	25.72968	25.29049	25.14533	24.96995	24.40655	25.03342	25.25441	25.33937	25.18243	25.14468	24.84007	25.1191	25.65904	25.41123	24.16744	25.7048
"WP_003517916.1"	28.63367	28.96182	28.76916	28.40668	27.8775	28.38509	28.62857	28.21731	27.2656	27.85826	28.03308	28.44023	27.01796	27.59829	28.11649	28.27467
"WP_003513399.1"	19.6443	19.49249	20.07516	21.3956	20.13052	19.99131	19.39715	20.22044	19.802	19.64132	19.95378	19.1387	19.71168	19.11039	19.79944	19.09349
"WP_003515523.1"	23.05017	21.08849	24.06744	20.07407	23.91447	23.86771	24.38884	23.27758	20.8669	24.14095	24.68235	24.58258	24.86421	21.03228	24.23411	24.00909
"WP_003512257.1"	26.26101	26.42225	25.49727	26.27684	25.93717	26.48044	25.82742	26.88552	26.36123	25.99232	26.35259	26.72486	25.7745	25.60707	26.22965	25.97491
"WP_003517545.1"	23.23171	19.92218	20.04987	21.09298	20.65996	23.46754	20.36537	22.93441	19.73579	20.29812	23.0614	19.06336	19.16174	22.92425	19.28096	21.02003
"WP_003515416.1"	19.6871	20.96676	19.28188	20.01073	18.72274	18.00487	20.10761	26.53929	24.81048	24.98876	23.31685	20.07977	20.68352	19.84589	20.92804	19.83077
"WP_003514322.1"	28.70708	27.41256	28.52182	28.63177	28.38267	28.29059	29.03556	28.75583	28.57237	28.99652	28.82301	28.79333	28.59406	28.84132	28.85274	28.0979
"WP_003512606.1"	25.82174	24.90774	25.83097	25.6707	26.31263	25.65649	26.20466	26.2477	26.43456	26.13046	26.26773	26.27624	26.40414	26.84089	26.56972	26.16593
"WP_003520976.1"	19.36404	19.85723	19.82717	19.43365	19.9429	19.67558	20.10329	20.07992	19.13267	20.26166	19.92799	19.80919	19.99395	19.81798	19.7244	19.80279
"WP_003517877.1"	19.3904	19.26561	22.066	23.08502	19.94388	20.3289	22.38001	22.20514	21.04843	21.94616	21.83723	22.24815	19.52089	20.64125	22.20628	22.42878
"WP_003513827.1"	27.42994	27.40952	27.03252	28.32882	26.75021	26.90536	27.32111	27.33909	27.15177	26.79671	26.56202	26.5248	26.49644	27.04093	26.40182	26.90832
"WP_003512921.1"	23.85723	22.6727	22.92616	26.32372	23.41482	25.88595	26.93281	26.0578	27.75325	26.5473	25.94431	25.99735	26.98877	27.36597	26.61925	26.2521
"WP_080552882.1"	19.50275	24.9262	20.07597	21.26667	23.5394	25.69618	25.42109	25.12322	24.41586	24.47229	25.66786	25.23931	23.69209	23.40934	22.98575	25.7196
"WP_003519433.1"	27.24956	26.0456	25.71298	25.40981	26.11588	25.95263	25.38621	25.85727	26.22153	25.61129	27.06814	26.92259	25.79228	27.66916	25.77088	27.47709
"WP_003518268.1"	20.84027	21.14483	24.19875	20.96008	19.91805	20.29263	17.86621	19.75629	19.86583	20.03288	19.14453	19.80466	19.50198	19.05361	20.80242	20.62805
"WP_003517920.1"	27.18854	26.95003	27.21228	26.39586	26.46908	26.59551	28.20032	27.21875	26.74079	27.0947	27.73661	27.76176	27.5357	27.40205	26.64923	27.25405
"WP_003512894.1"	22.76852	19.98479	20.19451	25.14117	19.13333	21.00069	24.68656	20.83501	19.838	23.62945	21.48796	17.45619	24.75891	19.19512	22.11329	24.19897
"WP_003514075.1"	23.81848	19.95749	27.75856	20.13515	22.10137	23.67585	24.09763	22.96054	24.45065	24.59533	24.37185	23.67433	24.53495	24.44568	19.65738	22.57495
"WP_003519431.1"	26.74733	26.75731	26.25221	26.62469	26.76571	26.7264	26.66091	26.81969	26.28242	26.54947	26.25152	26.61089	26.61069	26.65857	26.60665	26.77724
"ADU75724.1"	19.67365	26.46982	24.90839	25.26783	24.02286	24.67531	25.18626	23.10454	20.65865	22.70966	23.18656	23.47795	23.93732	24.24275	23.78714	25.19522
"WP_003516257.1"	27.81949	28.7111	27.18605	27.18632	27.0299	27.19619	26.41346	27.19115	26.95111	27.10862	27.2101	27.41318	26.45466	27.11767	26.70184	27.15182
"WP_003518895.1"	27.97894	24.39764	25.06028	24.71579	25.28594	25.01721	24.55129	24.93397	24.2683	24.79683	24.44958	24.30191	26.82422	25.77932	25.92793	27.40052
"WP_003519280.1"	20.77738	20.76249	18.27412	20.10852	19.6905	26.68144	19.52319	19.09254	19.07607	19.39509	19.70081	19.19567	25.10309	20.21248	19.04683	26.36238
"WP_003513904.1"	25.29853	19.21009	19.88928	20.89373	19.94472	20.7409	21.04503	20.60653	19.21713	20.77892	22.71589	21.66421	19.66051	19.54187	21.04099	21.21663
"WP_003519072.1"	24.76742	24.52473	23.56612	25.12089	24.36063	23.3877	23.33937	23.92737	23.22302	22.23153	22.75865	23.22804	23.43868	21.87953	23.5061	22.49231
"WP_003512224.1"	19.65693	19.34846	28.14805	29.1076	20.06584	20.06507	25.25804	19.24677	20.23125	19.04836	19.95462	18.69427	20.11297	19.7397	20.98619	19.03657
"WP_003517042.1"	23.02316	23.41163	22.11065	22.72903	22.04383	22.79452	22.16914	21.88905	21.3856	21.47091	21.96564	21.97092	20.67296	21.07445	21.92159	19.17842
"WP_003512055.1"	23.46676	20.34324	22.71851	22.5315	23.14004	22.96395	19.04557	22.87155	19.56277	22.96372	22.5746	22.45943	20.73405	22.209	19.78901	22.26706
"WP_003511777.1"	27.23291	27.41093	27.19744	27.08347	27.34069	27.62167	27.09175	26.98673	27.64356	27.43925	26.98681	26.96942	26.94572	27.01959	26.96548	27.18295
"WP_003516659.1"	19.58719	19.68751	23.89166	22.61871	18.10362	23.65865	22.78947	19.04983	22.52291	19.35508	20.07554	18.87465	20.57624	19.29799	19.76085	20.19825
"WP_003519421.1"	27.43794	27.98581	27.99249	27.41397	27.85767	28.044	27.81298	27.8628	27.84186	28.14132	27.73642	28.03127	28.13305	28.0483	27.65368	28.46139
"WP_003512222.1"	25.43431	26.16665	25.36574	26.19281	25.54711	26.11711	24.04202	20.14312	23.82861	23.7775	25.07575	25.28381	23.85727	24.07814	24.77611	25.10851
"WP_003512204.1"	29.34273	28.59851	29.97939	29.19071	29.49563	29.5594	30.03982	29.58988	28.10552	29.3185	29.32509	29.27282	28.76189	29.40091	29.27917	28.32526
"WP_003516315.1"	29.97737	29.77786	29.30193	29.10565	29.28009	29.21212	29.11995	28.92246	28.39568	28.88153	28.81756	28.8408	28.86926	28.647	26.92595	29.03025
"WP_003517549.1"	23.95985	27.73211	24.96842	19.37949	23.96682	27.41084	23.12274	22.70867	22.14971	23.21495	22.18387	19.8623	23.7387	23.20722	20.5916	23.9627
"WP_011838186.1"	24.35043	23.44311	24.5799	19.51446	22.23299	23.09973	24.15462	24.29299	19.75997	19.462	23.79687	23.27569	21.56882	22.8617	18.98953	19.52601
"WP_003519076.1"	20.52796	23.57817	20.52087	20.48478	19.75396	19.43066	23.7284	23.34892	21.09046	18.97755	18.11648	23.60332	18.87678	19.40464	19.13232	19.72432
"WP_003517112.1"	28.48476	27.98265	28.0064	28.31001	28.3364	27.83687	28.17453	28.35629	28.14718	28.30711	28.32403	27.95012	28.44297	28.40051	28.18013	28.20578
"WP_003512704.1"	22.79635	19.88095	23.37478	23.21503	19.56755	20.75332	22.82508	21.38864	19.31967	20.9504	19.76417	20.53259	20.97704	21.21349	21.31575	21.06229
"WP_003520552.1"	26.92825	26.99793	26.67089	26.86154	26.81471	27.49351	27.00549	27.19709	27.28792	26.97405	27.48325	26.88923	26.91431	27.04984	26.9142	27.26863
"WP_003512919.1"	25.40543	25.62749	25.35634	25.9492	26.21912	26.23983	25.8919	26.09526	25.67467	26.38276	25.63046	25.30274	25.93948	26.90666	26.39019	25.59897
"WP_003513389.1"	25.22758	24.80555	25.32374	25.36821	24.99708	24.77099	24.67997	24.64412	24.32358	25.20716	25.44978	23.9989	25.4556	25.21889	24.50919	25.50435
"WP_003517497.1"	27.18376	27.87956	27.56247	26.97286	27.51869	27.47099	27.47058	26.86714	27.32874	27.54006	26.72901	27.3321	27.47351	27.40437	27.20843	27.07605
"WP_003514788.1"	22.72699	21.18606	20.48581	21.76064	20.39931	21.30267	22.23671	22.10506	21.92951	18.62885	20.40847	21.47135	19.90866	21.28584	20.15894	19.28154
"WP_003517036.1"	25.57586	19.44905	20.26581	24.90924	20.36349	19.08576	19.21739	20.67145	25.02097	20.26552	20.37271	24.85096	25.28068	19.70924	19.48222	25.10987
"WP_003515330.1"	20.27752	22.12737	19.6525	21.17279	22.57948	23.12197	21.51824	18.73832	22.02283	18.10808	21.77889	21.48645	22.88029	23.00954	23.22008	23.10022
"WP_003520721.1"	25.16145	22.24171	22.42241	22.92565	22.89256	21.87091	22.41881	23.01007	22.52141	22.73471	21.6463	24.01368	23.13166	19.96502	22.76103	22.71895
"WP_003515885.1"	20.27332	19.55333	19.31908	19.84517	20.13869	19.39086	20.15821	22.65542	19.42598	20.24707	20.14828	22.81428	22.96164	20.25509	22.7984	19.38845
"WP_003515602.1"	25.45919	25.07108	25.20635	25.47614	24.92617	24.82984	24.48062	24.95061	25.05158	24.54343	24.85712	24.59011	25.22459	25.42923	25.17739	24.9689
"WP_003517038.1"	26.97906	26.60679	26.49493	26.81376	26.24354	26.14202	26.0321	26.4163	25.87841	25.74916	26.21311	25.98825	25.92303	26.223	25.36145	26.14142
"WP_003513895.1"	24.97579	25.01847	19.61402	20.03386	19.51202	19.49721	22.90593	19.9559	24.21986	19.22123	24.57351	19.58055	24.32098	24.62204	19.68185	19.69379
"WP_003517493.1"	29.12816	29.02579	29.12915	29.82198	28.76858	29.00054	29.19461	28.88721	29.21161	29.04623	28.9359	28.98377	29.62946	29.26484	29.18079	29.65207
"WP_003513421.1"	24.66575	23.09282	22.25153	23.82145	22.87403	23.46383	23.08984	23.76749	23.87069	23.66465	21.78209	24.16333	24.35284	23.24213	22.33266	23.37597
"WP_003518897.1"	29.79635	29.35657	30.05992	29.25591	29.23959	29.31567	29.21825	28.73654	28.92227	28.80773	28.90317	29.72374	29.30361	29.7162	29.37869	29.44744
"WP_003511610.1"	28.73391	28.32122	28.29928	27.6611	28.42031	28.70538	28.77557	28.44585	28.30073	28.60565	28.50315	28.86677	28.8827	28.79959	28.57937	28.92516
"WP_003517940.1"	22.45642	24.20549	23.58201	24.47864	23.03672	23.05689	23.89317	23.33689	22.8395	22.20058	23.09048	23.1081	22.59583	23.07018	23.1563	23.43826
"WP_003516388.1"	23.4517	22.35773	22.93551	23.47633	23.4234	23.38528	22.94661	24.48154	23.24652	23.73025	23.57564	25.48479	23.76519	22.91496	24.03558	22.2686
"WP_003520526.1"	24.85305	25.86376	23.93034	25.19481	25.31297	24.7013	23.86284	25.0946	24.9455	25.64916	25.2548	25.54755	24.76105	25.23591	25.19141	25.21238
"WP_004463813.1"	18.09964	21.50303	22.6451	23.28126	19.17134	22.31227	19.88981	23.05811	19.72961	23.36242	19.52262	19.88775	23.56331	25.95662	23.18041	23.19145
"WP_003517918.1"	26.18632	26.10472	26.02456	25.42762	25.86299	26.04249	25.75372	25.83987	25.95626	25.76547	26.0795	26.06384	25.48579	25.31721	26.29022	25.94944
"WP_003512521.1"	27.38968	26.85772	27.10982	26.62318	26.84845	27.19399	27.02746	26.80716	26.49106	27.02193	27.43442	27.15796	26.81692	27.20899	27.61999	27.01793
"WP_003516923.1"	26.55797	26.98183	26.35163	27.13698	26.1448	26.89064	26.68854	26.4803	26.84576	26.53145	26.349	27.00026	26.5156	26.64135	27.0712	26.47125
"WP_003517485.1"	28.15922	27.54166	28.04626	27.4861	27.48416	28.27226	28.13322	28.52741	27.52101	27.23641	27.27057	26.99202	25.30662	25.05503	27.01945	25.26174
"WP_003516495.1"	24.38537	23.70158	23.6445	24.06017	23.15689	23.98037	23.44996	21.13653	19.98457	22.50607	22.66716	22.16021	22.46499	22.816	21.96069	23.75775
"WP_003512414.1"	28.50825	28.71747	27.96886	27.56023	28.78479	28.68576	28.83418	28.63175	29.1619	29.14657	29.25904	29.29814	29.06084	29.09434	28.97143	29.08792
"WP_003515616.1"	25.48675	19.48996	21.60823	21.86532	22.74327	22.28442	21.75874	22.61975	21.85021	20.12924	22.30152	22.1824	19.89801	21.50721	21.91348	24.34543
"WP_003512448.1"	30.44435	29.97672	30.17663	30.59808	30.13811	30.25793	30.19648	30.02297	30.88632	30.46912	30.46772	30.50102	31.09799	31.06237	30.85408	30.97843
"WP_003512523.1"	23.28707	22.54732	23.44041	23.18302	23.19214	23.60167	23.02163	23.01341	20.27372	22.90868	23.43727	22.74816	22.73932	20.28885	23.42986	22.74822
"WP_003517487.1"	19.70966	19.85117	19.71684	21.30689	24.25498	24.20691	20.18245	24.9522	20.30737	18.53781	24.98686	20.10015	19.94988	19.36887	21.02874	19.95019
"WP_003512416.1"	24.7874	25.14857	25.23184	25.76537	23.64268	23.41464	24.02716	22.62127	24.59432	23.91399	23.1901	24.55196	23.46737	25.33109	23.94241	24.23088
"WP_003515614.1"	23.76268	24.05371	21.62103	23.84856	22.91819	22.92097	22.17713	22.34832	22.78941	22.52483	22.15482	22.5851	23.23624	22.50813	22.40069	23.64683
"WP_003512702.1"	19.24557	20.10127	19.25099	29.25125	19.47271	19.01534	20.38478	19.95688	19.39032	19.34048	19.18248	19.95675	19.82668	28.86242	28.82041	20.24096
"WP_003512917.1"	30.96611	32.05529	31.79479	31.62435	32.36724	32.38227	31.69709	32.25398	33.02718	32.46775	31.27952	32.33195	30.87044	31.05532	32.24949	31.7103
"WP_003517869.1"	24.80651	23.69209	23.44292	23.87056	22.94295	23.61245	23.68516	19.9311	23.00254	24.87772	19.48337	24.37177	24.01449	19.6994	23.44727	24.38373
"WP_003520544.1"	21.24935	21.49589	18.91567	19.61257	21.91984	18.66848	20.24818	19.14804	19.7198	20.99805	19.58825	19.6265	19.32029	20.64659	19.23613	20.2748
"WP_003512178.1"	19.41253	25.71626	29.18208	26.41282	19.57776	27.99066	26.99383	19.70403	29.05921	27.92459	27.56037	20.72729	26.65835	26.78922	27.65135	26.57461
"WP_003519349.1"	26.67434	25.35607	25.99575	27.24011	26.5698	27.11543	27.01956	25.83693	26.20996	27.03031	26.81529	27.10848	27.13299	26.77777	26.63862	26.49964
"ADU74629.1"	20.32667	25.08701	24.18716	19.71429	19.10177	20.29647	19.93359	19.95772	20.66397	28.85641	19.11302	18.94918	19.62118	19.61859	19.34375	19.35259
"WP_003515551.1"	23.64886	20.3849	25.67064	23.76443	25.65874	25.51441	24.9372	25.59128	22.96105	25.61735	22.7755	23.02646	19.93968	23.95694	23.50207	19.68392
"WP_003515651.1"	24.95157	25.17409	23.50625	24.04839	25.34602	24.2293	25.01945	25.1313	24.01821	24.4068	25.32969	25.13638	22.37351	26.29118	24.27137	23.79202
"WP_003513493.1"	25.82606	20.41791	24.49562	20.00481	25.39626	25.60297	25.4814	20.07858	25.354	25.5558	24.39491	25.58802	24.26364	25.27447	25.52931	20.63341
"WP_003517891.1"	25.76482	24.77058	25.47442	26.09929	25.59739	25.42686	25.73971	25.91557	26.40092	25.74387	26.05277	25.82846	25.9024	26.37902	25.93628	25.1911
"WP_003517126.1"	23.367	19.51835	20.48952	20.24876	18.75914	18.15047	20.98217	18.12051	19.63925	19.76545	18.77094	19.10657	19.12732	19.74796	19.65112	19.60292
"WP_003517944.1"	20.06589	23.31417	24.86286	23.57479	20.36728	23.4605	24.39698	22.78867	19.76821	19.24417	20.37649	18.90559	20.48906	19.55766	19.90922	19.73261
"WP_003516871.1"	26.39877	26.74986	26.5951	26.7358	27.07472	26.88452	26.81664	26.9243	27.416	26.22788	27.20242	26.84018	27.4545	27.46999	27.22961	27.24443
"WP_003513829.1"	28.13225	27.60715	27.28976	27.75276	27.8668	28.01994	28.05578	28.09854	27.69416	27.83588	28.21249	27.70334	27.32285	27.90027	27.77889	27.75105
"WP_003518649.1"	23.96429	24.74494	26.50293	25.22735	29.37882	26.66096	23.66117	27.14255	28.38991	29.26765	28.9075	29.17793	27.70917	28.90225	28.67813	19.54184
"WP_003511612.1"	20.35023	19.84155	18.41489	20.52542	24.98943	25.7834	26.03712	27.27786	26.42548	26.01815	18.26008	20.02125	26.6439	29.08901	26.51184	20.15379
"WP_003521881.1"	20.54682	20.76771	20.47178	20.55762	21.67791	20.27812	19.28839	19.76736	19.57851	20.90014	22.29671	20.56038	18.67188	20.16814	20.20193	19.61097
"WP_003519574.1"	26.20872	26.13535	26.21543	26.18559	26.00921	26.10997	26.55376	26.22583	25.69237	25.87147	26.11943	26.13965	26.66244	26.16787	26.11776	26.43399
"WP_003517946.1"	20.41409	19.76253	19.48531	19.68018	18.24745	19.25772	19.43831	20.41134	20.18704	19.69	20.3584	18.58771	18.67515	19.62663	20.236	19.05237
"WP_003516386.1"	25.88634	25.99864	27.23036	26.80972	27.28563	26.91038	26.79114	27.11185	26.47309	26.59515	26.90088	26.0818	26.74105	26.43065	27.25183	26.58358
"WP_003515791.1"	23.47233	23.866	23.59	25.7028	23.74268	24.66732	24.46553	24.13564	24.49668	24.50787	23.96978	22.60959	23.10372	22.5846	23.47521	23.44554
"WP_003511692.1"	24.54484	22.91131	27.18803	22.86822	25.00269	27.34984	27.97443	23.70798	24.14805	22.27963	24.83663	23.30554	28.55373	22.50983	24.81635	22.77239
"ADU74300.1"	27.53176	27.55671	26.45748	27.50318	28.25946	27.95874	27.53306	26.70609	27.26141	27.09213	27.36253	27.1378	26.84514	27.5826	27.52372	27.90725
