ProteinID	GO
WP_003518725.1	GO:0051289,GO:0009165,GO:0044281,GO:1901362,GO:0071840,GO:0044710,GO:0016021,GO:0019674,GO:0016740,GO:0016310,GO:0019359,GO:0046872,GO:0003924,GO:0043436,GO:0046483,GO:1901564,GO:0043231,GO:1901566,GO:0005829,GO:0004707,GO:0019637,GO:0019438,GO:0005525,GO:0022607,GO:0006807,GO:0003674,GO:0046496,GO:0035556,GO:1901576,GO:0051186,GO:0051188,GO:0016043,GO:0065003,GO:1901360,GO:0005524,GO:0018130,GO:0016301,GO:0003824,GO:0008150,GO:0008152,GO:0034654,GO:0090407,GO:0042736,GO:0016773,GO:0016772,GO:0044444,GO:1901293,GO:0006753,GO:0006739,GO:0070271,GO:0006732,GO:0006733,GO:0044249,GO:0034641,GO:0003951,GO:0005874,GO:0005737,GO:0006139,GO:0006741,GO:0009987,GO:0006725,GO:0044271,GO:0055086,GO:0051259,GO:0006082,GO:0044464,GO:0005623,GO:0005622,GO:0005200,GO:0043933,GO:0009108,GO:0044424,GO:0072524,GO:0072525,GO:0040007,GO:0071822,GO:0051260,GO:0051262,GO:0071704,GO:0044085,GO:0006461,GO:0006464,GO:0009058,GO:0009117,GO:0034599,GO:0044238,GO:0007017,GO:0007010,GO:0044237,GO:0005575,GO:0070013,GO:0006796,GO:0006797,GO:0006793,GO:0019363,GO:0019362
WP_003518726.1	GO:0006468,GO:0052621,GO:0000160,GO:0005515,GO:0004672,GO:0005524
WP_003518730.1	GO:0043215,GO:0016021,GO:0015803,GO:1990351,GO:0098797,GO:0022857,GO:0030001,GO:0016887,GO:0003677,GO:0046872,GO:0055085,GO:0005524,GO:1900753
WP_003518736.1	GO:0030248,GO:0030203,GO:0016798,GO:0031975,GO:0009254,GO:0009273,GO:0071944,GO:0003674,GO:0042597,GO:0009279,GO:0071840,GO:0005618,GO:0016020,GO:0071554,GO:0071704,GO:0004563,GO:0044085,GO:0044699,GO:0005576,GO:0016787,GO:0009987,GO:0000270,GO:0015929,GO:0000272,GO:0003824,GO:0008150,GO:0030313,GO:0008152,GO:0005975,GO:0030312,GO:0042546,GO:1901564,GO:0044462,GO:0044464,GO:0019867,GO:0005623,GO:0043170,GO:0005575,GO:0006807,GO:0004553,GO:0006022,GO:0044763,GO:1901135
WP_003518740.1	GO:0016311,GO:0030246,GO:0030245,GO:0003674,GO:0009251,GO:0044042,GO:0044247,GO:0044264,GO:0044262,GO:0005615,GO:0044260,GO:0016021,GO:0071704,GO:0006073,GO:0046872,GO:0016787,GO:0008810,GO:0016162,GO:0009987,GO:1901575,GO:0000272,GO:0003824,GO:0030243,GO:0008150,GO:0051273,GO:0008152,GO:0044723,GO:0009056,GO:0009057,GO:0044724,GO:0044275,GO:0044238,GO:0005975,GO:0051275,GO:0005976,GO:0016052,GO:0044237,GO:0043170,GO:0005575,GO:0005576,GO:0004553,GO:0016798,GO:0044421,GO:0003993
WP_003518743.1	GO:0022607,GO:0044004,GO:0008152,GO:0070271,GO:0043933,GO:0031640,GO:0001510,GO:0009451,GO:0090304,GO:0034641,GO:0006807,GO:0003674,GO:0051818,GO:0034660,GO:0008168,GO:0005622,GO:0052331,GO:0071840,GO:0005737,GO:0006139,GO:0019836,GO:0043414,GO:0008649,GO:0044260,GO:0044364,GO:0046483,GO:0044179,GO:0051260,GO:0010467,GO:0016043,GO:0065003,GO:0071704,GO:0016740,GO:0016741,GO:0051817,GO:1901360,GO:0022613,GO:0065007,GO:0001906,GO:0001907,GO:0044419,GO:0016070,GO:0006461,GO:0034470,GO:0051715,GO:0035821,GO:0008757,GO:0042254,GO:0009987,GO:0006725,GO:0005623,GO:0016020,GO:0006364,GO:0043412,GO:0008150,GO:0031167,GO:0005886,GO:0001897,GO:0051701,GO:0044003,GO:0051704,GO:0051259,GO:0044238,GO:0016072,GO:0032259,GO:0008173,GO:0003824,GO:0000154,GO:0051883,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0065008,GO:0071944,GO:0003723,GO:0071822,GO:0044424,GO:0044403,GO:0051801,GO:0006396,GO:0044085
WP_003518745.1	GO:0052865,GO:0030976,GO:0009228,GO:0016021,GO:0008661,GO:0003824,GO:0008152,GO:0000287,GO:0016114
WP_003518747.1	GO:0016021
WP_003518749.1	GO:0098869,GO:0016021,GO:0004601
WP_003518751.1	GO:0044249,GO:0003674,GO:0005623,GO:0005737,GO:1901576,GO:0044710,GO:0004659,GO:0016765,GO:0006796,GO:0071704,GO:0016740,GO:0004311,GO:0019637,GO:0008610,GO:0006644,GO:0004161,GO:0006629,GO:0006721,GO:0006720,GO:0009987,GO:0045337,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0044255,GO:0090407,GO:0045338,GO:0044238,GO:0008654,GO:0044464,GO:0044237,GO:0005622,GO:0005575,GO:0008299,GO:0004337,GO:0006793,GO:0044424,GO:0016114
WP_003518753.1	GO:0016796,GO:0009318,GO:0090304,GO:0090305,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0005622,GO:1901360,GO:1901361,GO:0005737,GO:0006139,GO:1901575,GO:0044265,GO:0004529,GO:0044260,GO:0004527,GO:0006308,GO:0071704,GO:0016787,GO:0044238,GO:0006725,GO:0009987,GO:0008855,GO:0016788,GO:0046700,GO:0003824,GO:0008150,GO:0008152,GO:0016895,GO:0034655,GO:0009056,GO:0009057,GO:0046483,GO:0043234,GO:0044248,GO:0032991,GO:0044270,GO:0004518,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0004536,GO:0006259,GO:0044424,GO:0019439
WP_003518755.1	GO:0016796,GO:0009318,GO:0090304,GO:0090305,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0003676,GO:0005622,GO:1901360,GO:1901361,GO:0005737,GO:0006139,GO:1901575,GO:0044265,GO:0004529,GO:0044260,GO:0005618,GO:0004527,GO:0006308,GO:0071704,GO:0016787,GO:0044238,GO:0006725,GO:0009987,GO:0008855,GO:0016788,GO:0030312,GO:0003824,GO:0008150,GO:0008152,GO:0016895,GO:0034655,GO:0046700,GO:0009056,GO:0009057,GO:0046483,GO:0043234,GO:0044248,GO:0032991,GO:0044270,GO:0004518,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0004536,GO:0071944,GO:0006259,GO:0044424,GO:0019439
WP_003518757.1	GO:0031564,GO:0006353,GO:0003723,GO:0006355
WP_003518759.1	GO:0016021
WP_003518761.1	GO:0016021
WP_003518765.1	GO:0016021
WP_003518767.1	GO:0016021
WP_003518769.1	GO:0016021
WP_003518771.1	GO:0016021
WP_003518773.1	GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0030436,GO:0071944,GO:0005886
WP_003518775.1	GO:0016021
WP_003518777.1	GO:0016021
WP_003518779.1	GO:0032502,GO:0098519,GO:0000003,GO:0016311,GO:0019954,GO:0043934,GO:0044767,GO:0030436,GO:0008150,GO:0005524,GO:0044699
WP_003518801.1	GO:0005737,GO:0040007,GO:0004359,GO:0005618,GO:0006541,GO:0016829,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0000107,GO:0071944,GO:0008150,GO:0016763,GO:0044424,GO:0000105,GO:0030312
WP_003518803.1	GO:0009236,GO:0019752,GO:0008483,GO:0034641,GO:0006807,GO:0003674,GO:0030170,GO:0044283,GO:0000105,GO:1901362,GO:1901360,GO:1901576,GO:0044710,GO:0044711,GO:0004069,GO:0016021,GO:0006520,GO:0004400,GO:0071704,GO:0016740,GO:0048472,GO:1901605,GO:0016769,GO:1901607,GO:0018130,GO:0008652,GO:0009987,GO:0006725,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0043436,GO:0046483,GO:0044238,GO:1901564,GO:0006082,GO:1901566,GO:0044249,GO:0046394,GO:0016053,GO:0044237,GO:0052803,GO:0019438,GO:0006547,GO:0044281
WP_003518809.1	GO:0016787,GO:0030248,GO:0005975,GO:0016162,GO:0016021,GO:0030247,GO:0016798,GO:0000272,GO:0003824,GO:0030246,GO:0003674,GO:0005488,GO:0008152,GO:0004553,GO:0008150,GO:0001871
WP_003518814.1	GO:0005737,GO:0018106,GO:0006935,GO:0016310,GO:0004871,GO:0000160,GO:0004673,GO:0000155,GO:0003676,GO:0023014,GO:0016772,GO:0005524,GO:0007165
WP_003518853.1	GO:0016787,GO:0006556,GO:0090613,GO:0004000,GO:0090614,GO:0050270,GO:0019239,GO:0046872,GO:0016810
WP_003518855.1	GO:0005737,GO:0051287,GO:0004013,GO:0044464,GO:0019510,GO:0005622,GO:0005575,GO:0005623,GO:0044424,GO:0006730
WP_003518858.1	GO:0005737,GO:0006139,GO:0004731,GO:0003824,GO:0009116,GO:0016763
WP_003518861.1	GO:0022857,GO:0016021,GO:0055085
WP_003518866.1	GO:0016310,GO:0003674,GO:0008233,GO:0044267,GO:0044260,GO:0071704,GO:0016740,GO:0004672,GO:0006508,GO:0006468,GO:0016301,GO:0009987,GO:0006464,GO:0003824,GO:0043412,GO:0036211,GO:0008150,GO:0008152,GO:0044238,GO:0016773,GO:0016772,GO:0044237,GO:0043170,GO:0019538,GO:0006796,GO:0006793
WP_003518870.1	GO:0008080
WP_003518875.1	GO:0052684,GO:0000162,GO:0006568,GO:0030170,GO:0004834
WP_003518879.1	GO:0016021,GO:0005886
WP_003518881.1	GO:0016021,GO:0005886
WP_003518883.1	GO:0044248,GO:0008233,GO:0044267,GO:1901575,GO:0044265,GO:0044260,GO:0051087,GO:0071704,GO:0006508,GO:0044238,GO:0009987,GO:0008150,GO:0030163,GO:0008152,GO:0044257,GO:0009056,GO:0009057,GO:0051603,GO:0019538,GO:0044237,GO:0043170
WP_003518885.1	GO:0004176,GO:0016787,GO:0016887,GO:0044260,GO:0044238,GO:0019538,GO:0009987,GO:0044237,GO:0043170,GO:0043335,GO:0003824,GO:0003674,GO:0008152,GO:0006508,GO:0008150,GO:0008233,GO:0044267,GO:0071704,GO:0005524
WP_003518887.1	GO:0044248,GO:0003674,GO:0005623,GO:0008233,GO:0005622,GO:0043632,GO:0005737,GO:0044267,GO:1901575,GO:0044265,GO:0044260,GO:0071704,GO:0016740,GO:0016746,GO:0006508,GO:0008914,GO:0071596,GO:0016787,GO:0044238,GO:0009987,GO:0019941,GO:0003824,GO:0008150,GO:0030163,GO:0008152,GO:0044257,GO:0009056,GO:0009057,GO:0051603,GO:0019538,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0006511,GO:0016755,GO:0044424
WP_003518890.1	GO:0016021
WP_003518893.1	GO:0005975,GO:0016021,GO:0016020,GO:0044464,GO:0030246,GO:0005623,GO:0005575,GO:0003824,GO:0071944,GO:0005886
WP_003518895.1	GO:0008173,GO:0008757,GO:0006399,GO:0008171,GO:0003723,GO:0001510,GO:0008168,GO:0140101,GO:0006396
WP_003518897.1	GO:0022626,GO:0080090,GO:0019222,GO:0022625,GO:0030529,GO:1901363,GO:0071840,GO:0010605,GO:0010608,GO:0016020,GO:0048519,GO:0060255,GO:0045182,GO:0090079,GO:0043232,GO:0019538,GO:0005829,GO:0044424,GO:0044422,GO:0022607,GO:0009892,GO:0009890,GO:0043229,GO:0043228,GO:0003674,GO:0005488,GO:0003676,GO:0043170,GO:0043226,GO:0000027,GO:0044267,GO:0044260,GO:0000900,GO:0042255,GO:0042254,GO:0016043,GO:0065003,GO:0065007,GO:0005737,GO:0030371,GO:0009889,GO:0050794,GO:0008150,GO:0008152,GO:0005840,GO:0097159,GO:0044446,GO:0044444,GO:0010556,GO:0006353,GO:0010558,GO:0015934,GO:0044249,GO:0034645,GO:0044699,GO:0042273,GO:0051248,GO:0051246,GO:0031327,GO:0022618,GO:0022613,GO:0005198,GO:0009987,GO:0044391,GO:0032269,GO:0032268,GO:0044464,GO:0005623,GO:0005622,GO:0017148,GO:0043933,GO:0031326,GO:0031324,GO:0031323,GO:0071944,GO:0034622,GO:0071826,GO:0009536,GO:2000112,GO:2000113,GO:0050789,GO:0003735,GO:0071704,GO:0010467,GO:0044445,GO:0010468,GO:1901576,GO:0009058,GO:0009059,GO:0044763,GO:0005886,GO:0070925,GO:0006996,GO:0044238,GO:0032991,GO:0044237,GO:0019843,GO:0005575,GO:0044085,GO:0006417,GO:0006412,GO:0048523
WP_003518898.1	GO:0003735,GO:0005840,GO:0006412,GO:0005622
WP_003518900.1	GO:0050661,GO:0006231,GO:0006545,GO:0016310,GO:0016021,GO:0016301,GO:0046654,GO:0009165,GO:0004799,GO:0004146,GO:0006730,GO:0055114
WP_003518901.1	GO:0005737,GO:0006235,GO:0006231,GO:0044464,GO:0046073,GO:0005623,GO:0005622,GO:0005575,GO:0009177,GO:0004799,GO:0044424,GO:0032259
WP_003518903.1	GO:0051287,GO:0006591,GO:0019752,GO:0006526,GO:0003942,GO:0006807,GO:0003674,GO:0005488,GO:0009064,GO:1901576,GO:0000166,GO:1901363,GO:1901265,GO:0016491,GO:0005737,GO:0050662,GO:0044710,GO:0044711,GO:0040007,GO:0006520,GO:0016620,GO:0006525,GO:0043167,GO:0071704,GO:0008652,GO:1901605,GO:1901607,GO:0043168,GO:0019878,GO:0009987,GO:0050661,GO:0005623,GO:0036094,GO:0003824,GO:0009058,GO:0016903,GO:0008150,GO:0008152,GO:0009084,GO:0043436,GO:0055114,GO:0044238,GO:1901564,GO:0006082,GO:1901566,GO:0044249,GO:0046394,GO:0097159,GO:0044464,GO:0016053,GO:0044237,GO:0005622,GO:0005575,GO:0070401,GO:0044424,GO:0048037,GO:0046983,GO:0044283,GO:0044281
WP_003518906.1	GO:0046434,GO:0048583,GO:0006139,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0009128,GO:0046130,GO:1901363,GO:0071840,GO:0009169,GO:0044710,GO:0000003,GO:0009966,GO:0016020,GO:0000166,GO:0009199,GO:0048518,GO:0046483,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0032153,GO:0032155,GO:0046128,GO:0042454,GO:0000910,GO:0016818,GO:1901564,GO:1901565,GO:0000917,GO:0030554,GO:0016817,GO:0006163,GO:0019439,GO:0044425,GO:0022607,GO:0022603,GO:0009141,GO:0009143,GO:0009144,GO:0009898,GO:0006807,GO:0003674,GO:0005488,GO:0016887,GO:0006195,GO:0050789,GO:1901265,GO:1901575,GO:0046914,GO:0016043,GO:0023051,GO:0065007,GO:0007049,GO:0032549,GO:0017076,GO:1901361,GO:0005524,GO:0016787,GO:0006810,GO:0009158,GO:0050793,GO:0009154,GO:0030145,GO:0050794,GO:0009261,GO:0003824,GO:0008150,GO:0008152,GO:0034655,GO:0009150,GO:0044270,GO:0043093,GO:0097159,GO:0050896,GO:0016462,GO:0070297,GO:0032559,GO:0032555,GO:0009117,GO:0006753,GO:0032550,GO:0032553,GO:0019897,GO:0000287,GO:0035639,GO:0019954,GO:0019898,GO:0044248,GO:0034641,GO:0046677,GO:0042173,GO:0009123,GO:0044424,GO:0010646,GO:0009126,GO:0009259,GO:0044699,GO:0009125,GO:0005737,GO:0043169,GO:0051234,GO:0042278,GO:0043167,GO:0044459,GO:0032506,GO:0032505,GO:0009987,GO:0006725,GO:0045597,GO:0045595,GO:0009146,GO:0031234,GO:0055086,GO:0046872,GO:0051094,GO:1901136,GO:1901135,GO:0044464,GO:0046700,GO:0005622,GO:0022402,GO:0043938,GO:0043937,GO:0071944,GO:0045881,GO:0019693,GO:0072521,GO:0072523,GO:0008356,GO:0001883,GO:0001882,GO:0019637,GO:0005623,GO:1901360,GO:0009636,GO:0071704,GO:0051301,GO:0006152,GO:1901292,GO:0017111,GO:0036094,GO:0044763,GO:0009116,GO:0005886,GO:0042221,GO:0009119,GO:0009056,GO:0051179,GO:0044238,GO:0090529,GO:0044237,GO:0043168,GO:0005575,GO:1901657,GO:0006796,GO:0044085,GO:0006793,GO:0048522,GO:1901658,GO:0006200
WP_003518909.1	GO:0003824,GO:0032259,GO:0003908,GO:0006281
WP_003518911.1	GO:0016021,GO:0046872,GO:0030001
WP_003518914.1	GO:0003677
WP_003518917.1	GO:0004055,GO:0006529,GO:0016783,GO:0006526,GO:0004066,GO:0003677,GO:0005524
WP_003518935.1	GO:0005737,GO:0051539,GO:0051536,GO:0051537,GO:0004015,GO:0003824,GO:0030170,GO:0004076,GO:0005506,GO:0009102
WP_003518937.1	GO:0008483,GO:0016882,GO:0003674,GO:0030170,GO:0008168,GO:0009102,GO:0005737,GO:0000287,GO:0003735,GO:0032259,GO:0005524,GO:0003824,GO:0008150,GO:0008152,GO:0016874,GO:0005840,GO:0016879,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0004141,GO:0044424,GO:0006412
WP_003518938.1	GO:0008710,GO:0016021,GO:0016740,GO:0003824,GO:0009058,GO:0030170,GO:0008152,GO:0009102
WP_003518940.1	GO:0010340,GO:0032259,GO:0009102,GO:0102130
WP_003518955.1	GO:0016740,GO:0016021
WP_003518959.1	GO:0003924,GO:0005525
WP_003518963.1	GO:0060089,GO:0003674,GO:0007165,GO:0004871,GO:0007154,GO:0050789,GO:0044699,GO:0005737,GO:0051716,GO:0042330,GO:0065007,GO:0006935,GO:0009987,GO:0050794,GO:0008150,GO:0042221,GO:0040011,GO:0044700,GO:0009605,GO:0050896,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044763,GO:0044424,GO:0023052
WP_003518976.1	GO:0003824,GO:0016740,GO:0016051
WP_003518979.1	GO:0004177,GO:0016021,GO:0006508
WP_003518982.1	GO:0004252,GO:0006508
WP_003519002.1	GO:0004519,GO:0005524,GO:0090305
WP_003519003.1	GO:0016787,GO:0005829,GO:0000725,GO:0004003,GO:0032508,GO:0090305,GO:0003677,GO:0003678,GO:0004527,GO:0005524
WP_003519009.1	GO:0051536,GO:0055114,GO:0016491
WP_003519011.1	GO:0045493,GO:0000272,GO:0031176,GO:0004553
WP_003519012.1	GO:0016787,GO:0015086,GO:0046872,GO:0006812,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0000166,GO:0005575,GO:0070574,GO:0071944,GO:0030001,GO:0005886,GO:0015662,GO:0019829,GO:0005524
WP_003519013.1	GO:0005975,GO:0016021,GO:0030246,GO:0000272,GO:0005575,GO:0071555,GO:0005576,GO:0004553,GO:0009057,GO:0046872,GO:0016829
WP_003519014.1	GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0046130,GO:1901363,GO:1901360,GO:0009169,GO:0051716,GO:0016021,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0006281,GO:0019439,GO:0046128,GO:0046483,GO:0043234,GO:0016818,GO:1901564,GO:1901565,GO:0034641,GO:0006163,GO:0032300,GO:0033554,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0006298,GO:0009146,GO:0016817,GO:0006807,GO:0003674,GO:0005488,GO:0016887,GO:0003677,GO:0006195,GO:1901575,GO:0044260,GO:0042623,GO:0006200,GO:1901361,GO:0005524,GO:0016787,GO:0009158,GO:0009154,GO:0044710,GO:0009150,GO:0009261,GO:0044424,GO:0006950,GO:0008150,GO:0008152,GO:0034655,GO:0046700,GO:0008094,GO:0044270,GO:0003824,GO:0097159,GO:0050896,GO:0016462,GO:1901292,GO:0009117,GO:0006753,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0044699,GO:0009125,GO:0006139,GO:0043566,GO:0042278,GO:0003690,GO:0009987,GO:0006725,GO:0006974,GO:0055086,GO:1901136,GO:1901135,GO:0044464,GO:0005623,GO:0043170,GO:0003684,GO:0003676,GO:0030983,GO:0090304,GO:0019693,GO:0072521,GO:0072523,GO:0071704,GO:0046034,GO:0006152,GO:0005622,GO:0017111,GO:0044763,GO:0009116,GO:0009119,GO:0009056,GO:0044238,GO:0032991,GO:0044237,GO:0005575,GO:1901657,GO:0006796,GO:0006793,GO:0006259,GO:1901658
WP_003519027.1	GO:0030248,GO:0030243,GO:0030246,GO:0030245,GO:0003674,GO:0009251,GO:0044042,GO:0044247,GO:0044264,GO:0044262,GO:0005615,GO:0044260,GO:0071704,GO:0006073,GO:0016787,GO:0008810,GO:0016162,GO:0009987,GO:1901575,GO:0000272,GO:0003824,GO:0008150,GO:0051273,GO:0008152,GO:0044723,GO:0009056,GO:0009057,GO:0044724,GO:0044275,GO:0044238,GO:0005975,GO:0051275,GO:0005976,GO:0016052,GO:0044237,GO:0043170,GO:0005575,GO:0005576,GO:0004553,GO:0016798,GO:0044421
WP_003519028.1	GO:0098869,GO:0055114,GO:0004096
WP_003519031.1	GO:0022626,GO:0015935,GO:0044464,GO:1901363,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0005488,GO:0003676,GO:0043631,GO:0043228,GO:0043170,GO:0043226,GO:1901360,GO:0022627,GO:0005737,GO:0006139,GO:0005623,GO:0044260,GO:1901576,GO:0006396,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:0005575,GO:0030529,GO:0043229,GO:0044267,GO:0031124,GO:0009987,GO:0006725,GO:0031123,GO:0044391,GO:0044424,GO:0034645,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0046483,GO:0016070,GO:0044238,GO:0032991,GO:0005840,GO:0043232,GO:0019538,GO:0071944,GO:0005829,GO:1990904,GO:0009058,GO:0044237,GO:0005622,GO:0044446,GO:0044444,GO:0044445,GO:0003723,GO:0019843,GO:0016071,GO:0006378,GO:0097159,GO:0006412,GO:0044422,GO:0006397
WP_003519032.1	GO:0004540,GO:0035438,GO:0004532,GO:0005886,GO:0044248,GO:0090305,GO:0034641,GO:0006807,GO:0003674,GO:0005488,GO:0003676,GO:0009057,GO:0043170,GO:1901363,GO:1901265,GO:1901361,GO:0043168,GO:0006139,GO:0008408,GO:0044265,GO:0005623,GO:0044260,GO:0032561,GO:0005618,GO:0006396,GO:0004527,GO:0000287,GO:0016071,GO:0000166,GO:0071704,GO:0016740,GO:1901360,GO:0016796,GO:0017076,GO:0006402,GO:0005737,GO:0005622,GO:0044238,GO:0016779,GO:0009987,GO:0006725,GO:1901575,GO:0016788,GO:0030312,GO:0036094,GO:0004654,GO:0008150,GO:0008152,GO:0006401,GO:0034655,GO:0016020,GO:0046700,GO:0009056,GO:0032555,GO:0046483,GO:0016070,GO:0090304,GO:0030551,GO:0044270,GO:0003824,GO:0004518,GO:0016772,GO:0016787,GO:0044464,GO:0044237,GO:0000175,GO:0005575,GO:0019001,GO:0044444,GO:0071944,GO:0003723,GO:0097159,GO:0044424,GO:0016896,GO:0003729,GO:0043167,GO:0005829,GO:0032553,GO:0019439
WP_003519033.1	GO:0006508,GO:0046872,GO:0004222,GO:0003824
WP_003519034.1	GO:0051287,GO:0008840,GO:0004013,GO:0055114,GO:0016491
WP_003519036.1	GO:0030435,GO:0016491,GO:0055114,GO:0003824
WP_003519037.1	GO:0005737,GO:0003700,GO:0044464,GO:0006464,GO:0005622,GO:0005575,GO:0045892,GO:0005623,GO:0003677,GO:0044424,GO:0048037,GO:0051775,GO:0055114,GO:0016491
WP_003519039.1	GO:0008774,GO:0016829,GO:0004022,GO:0006066,GO:0015976,GO:0008152,GO:0046872,GO:0055114,GO:0016491
WP_003519056.1	GO:0051539,GO:0006355,GO:0051536,GO:0044237,GO:0016699,GO:0046872,GO:0055114
WP_003519057.1	GO:0003824,
WP_003519058.1	GO:0016310,GO:0031975,GO:0043229,GO:0003674,GO:0005623,GO:0006091,GO:0006120,GO:0043227,GO:0003954,GO:0016491,GO:0005737,GO:0005575,GO:0044710,GO:0031090,GO:0005743,GO:0019866,GO:0016020,GO:0044444,GO:0005739,GO:0043226,GO:0044455,GO:0006796,GO:0022900,GO:0050136,GO:0022904,GO:0046872,GO:0006119,GO:0008137,GO:0009987,GO:0031967,GO:0031966,GO:0003824,GO:0045333,GO:0008152,GO:0044425,GO:0044429,GO:0042775,GO:0042773,GO:0055114,GO:0015980,GO:0043234,GO:0045271,GO:0032991,GO:0043231,GO:0005747,GO:0030964,GO:0051537,GO:0044464,GO:0044237,GO:0005622,GO:0044446,GO:0016655,GO:0005740,GO:0005746,GO:0016651,GO:0006793,GO:0044424,GO:0008150,GO:0070469,GO:0044422
WP_003519059.1	GO:0051539,GO:0008137,GO:0010181,GO:0046872,GO:0055114
WP_003519061.1	GO:0008137,GO:0051536,GO:0016020,GO:0016699,GO:0055114,GO:0005506,GO:0009055,GO:0042773,GO:0008901,GO:0016491
WP_003519072.1	GO:0030248,GO:0005975,GO:0030246,GO:0000272,GO:0003824,GO:0004553
WP_003519073.1	GO:0098519,GO:0016311,,
WP_003519074.1	GO:0016021,GO:0046872,GO:0000272,GO:0004553
WP_003519075.1	GO:0016070,GO:0006468,GO:0044265,GO:0016825,GO:0016773,GO:0016021,GO:0016301,GO:0140096,GO:0010467,GO:0005515,GO:0034655,GO:0006508,GO:0005524,GO:0055087
WP_003519077.1	GO:0016021,GO:0000272,GO:0004553
WP_003519087.1	GO:0008168,GO:0032259,
WP_003519089.1	GO:0005737,GO:0006222,GO:0004812,GO:0016310,GO:0016301,GO:0044464,GO:0005623,GO:0000166,GO:0005575,GO:0008152,GO:0044424,GO:0005622,GO:0005524
WP_003519092.1	GO:0016989,GO:0006468,GO:0004674,GO:0016310,GO:0006464,GO:0042174,GO:0030435,GO:0045892,GO:0046872,GO:0005524
WP_003519094.1	GO:0016491,GO:0046872,GO:0055114,GO:0051537
WP_003519098.1	GO:0005737,GO:0005975,GO:0016616,GO:0016021,GO:0044464,GO:0019752,GO:0005622,GO:0005575,GO:0003824,GO:0030060,GO:0005623,GO:0004459,GO:0044424,GO:0006096,GO:0055114,GO:0016491
WP_003519104.1	GO:0006435,GO:0005737,GO:0000049,GO:0016787,GO:0046872,GO:0044464,GO:0004829,GO:0005623,GO:0005622,GO:0005575,GO:0004812,GO:0043039,GO:0006418,GO:0044424,GO:0000166,GO:0005524
WP_003519106.1	GO:0016021
WP_003519108.1	GO:0005737,GO:0006281,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044444,GO:0071944,GO:0005886,GO:0044424,GO:0003677,GO:0005829
WP_003519111.1	GO:0016021,GO:0004180,GO:0009002,GO:0006508,GO:0042834
WP_003519113.1	GO:0016021,GO:0003824,GO:0016746,GO:0031177,GO:0008152,GO:0001676,GO:0016874
WP_003519118.1	GO:0019825,GO:0006935,GO:0020037,GO:0035438,GO:0016021,GO:0016020,GO:0006355,GO:0004888,GO:0007165,GO:0004871
WP_003519124.1	GO:0016021
WP_003519126.1	GO:0102100
WP_003519130.1	GO:0003700,GO:0006355,GO:0003677
WP_003519132.1	GO:0009165,GO:0009117,GO:0046349,GO:0008483,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0005622,GO:1901362,GO:1901360,GO:0005737,GO:0006139,GO:0044710,GO:0040007,GO:0004360,GO:0006040,GO:0016021,GO:0016020,GO:0006541,GO:0006796,GO:0071704,GO:0016740,GO:0019637,GO:0016769,GO:0018130,GO:0006048,GO:0009226,GO:1901576,GO:0009225,GO:0009987,GO:0006725,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0005886,GO:0034654,GO:0005975,GO:0090407,GO:0055086,GO:0046483,GO:0070548,GO:0044238,GO:0044271,GO:0044249,GO:0097367,GO:0005829,GO:0044464,GO:0044237,GO:0006047,GO:0005575,GO:1901137,GO:0044444,GO:0071944,GO:1901293,GO:0006793,GO:0044424,GO:0019438,GO:0006753,GO:1901135,GO:0044281
