ProteinID	GO
WP_003515565.1	GO:0034645,GO:0005623,GO:0044249,GO:0071944,GO:0003674,GO:0008270,GO:0003676,GO:0005622,GO:1901363,GO:0005737,GO:1901576,GO:0040007,GO:0044260,GO:0005618,GO:0016020,GO:0043167,GO:0071704,GO:0010467,GO:0044267,GO:0046872,GO:0009987,GO:0043169,GO:0008135,GO:0030312,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0046914,GO:0019538,GO:0097159,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0044444,GO:0003723,GO:0005515,GO:0044424,GO:0003746,GO:0006414,GO:0006412,GO:0005488
WP_003515567.1	GO:0022626,GO:0015935,GO:0005623,GO:0044249,GO:0043229,GO:0043228,GO:0003674,GO:0008270,GO:0034645,GO:0005198,GO:0043226,GO:0022627,GO:0005737,GO:1901576,GO:0040007,GO:0046914,GO:0005618,GO:0016020,GO:0030529,GO:0003735,GO:0071704,GO:0010467,GO:0044445,GO:0005575,GO:0044267,GO:0046872,GO:0005622,GO:0043169,GO:0009987,GO:0030312,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044391,GO:0005840,GO:0044238,GO:0032991,GO:0044260,GO:0043232,GO:0043167,GO:0019538,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0044446,GO:0044444,GO:0071944,GO:0044424,GO:0006412,GO:0044422,GO:0005488
WP_003515569.1	GO:0009628,GO:0009266,GO:0044249,GO:0071944,GO:0005623,GO:0034645,GO:1901576,GO:0044260,GO:0005618,GO:0016020,GO:0071704,GO:0010467,GO:0005525,GO:0044267,GO:0009987,GO:0003924,GO:0030312,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0009409,GO:0044238,GO:0019538,GO:0050896,GO:0044464,GO:0006950,GO:0044237,GO:0043170,GO:0005575,GO:0006412
WP_003515572.1	GO:0008932,GO:0005887,GO:0005618,GO:0016829,GO:0044464,GO:0005623,GO:0030312,GO:0005575,GO:0071555,GO:0071944,GO:0009252
WP_003515575.1	GO:0044238,GO:0016787,GO:0019538,GO:0003824,GO:0043170,GO:0071704,GO:0003674,GO:0008152,GO:0006508,GO:0008150,GO:0008233
WP_003515577.1	GO:0009002,GO:0008658,GO:0008800,GO:0000917,GO:0008955,GO:0016021,GO:0016301,GO:0071555,GO:0008360,GO:0046677,GO:0017001,GO:0009252,GO:0016310,GO:0006508,GO:0031226,GO:0043093
WP_003515579.1	GO:0003700,GO:0016021,GO:0016987,GO:0006355,GO:2000142,GO:0006352,GO:0003677,GO:0003899
WP_003515581.1	GO:0016021
WP_003515583.1	GO:0046434,GO:0019222,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0046130,GO:1901363,GO:1901360,GO:0009169,GO:0051716,GO:0010605,GO:0016021,GO:0009199,GO:0048519,GO:0046483,GO:0009207,GO:0009205,GO:0009203,GO:0051052,GO:0006281,GO:0060255,GO:0019439,GO:0051053,GO:0046128,GO:0042454,GO:0016818,GO:1901564,GO:1901565,GO:0000018,GO:0006163,GO:0033554,GO:0004519,GO:0019637,GO:0009892,GO:0009141,GO:0009143,GO:0009144,GO:0006298,GO:0009146,GO:0016817,GO:0006807,GO:0003674,GO:0005488,GO:0016887,GO:0003677,GO:0006195,GO:0050789,GO:1901575,GO:0044260,GO:0006200,GO:0019219,GO:0065007,GO:0045910,GO:0005524,GO:0016787,GO:0009158,GO:0009154,GO:0044710,GO:0016788,GO:0050794,GO:0009261,GO:0003824,GO:0006950,GO:0008150,GO:0008152,GO:0034655,GO:0034641,GO:0009150,GO:0000400,GO:0044270,GO:0097159,GO:0050896,GO:0016462,GO:1901292,GO:0009117,GO:0006753,GO:0009116,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0044699,GO:0009125,GO:0006139,GO:0043566,GO:0042278,GO:0009987,GO:0006725,GO:0006974,GO:0055086,GO:0004518,GO:1901136,GO:1901135,GO:0046700,GO:0043170,GO:0003676,GO:0031324,GO:0031323,GO:0030983,GO:0090304,GO:0090305,GO:0019693,GO:0072521,GO:0072523,GO:0071704,GO:0046034,GO:0006152,GO:0045934,GO:1901361,GO:0000217,GO:0080090,GO:0017111,GO:0044763,GO:0051171,GO:0051172,GO:0009119,GO:0009056,GO:0044238,GO:0044237,GO:1901657,GO:0006796,GO:0048523,GO:0006793,GO:0006259,GO:1901658
WP_003515588.1	GO:0008745,GO:0009253
WP_003515590.1	GO:0016021,GO:0016020,GO:0008643,GO:0005575,GO:0005886,GO:0055085
WP_003515591.1	GO:0016021,GO:0016020,GO:0005575,GO:0005886,GO:0055085
WP_003515593.1	GO:0016021,GO:0055085,GO:0005886
WP_003515596.1	GO:0005737,GO:0030154,GO:0044464,GO:0005623,GO:0043934,GO:0005575,GO:0005524,GO:0016887,GO:0044424,GO:0005622,GO:0048646
WP_003515597.1	GO:0004367,GO:0005737,GO:0005975,GO:0006650,GO:0009331,GO:0046168,GO:0046167,GO:0051287,GO:0016021,GO:0008654,GO:0044464,GO:0016616,GO:0005623,GO:0005622,GO:0005575,GO:0006072,GO:0044424,GO:0055114,GO:0016491
WP_003515600.1	GO:0043772,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0008654,GO:0005575,GO:0071944,GO:0005886
WP_003515602.1	GO:0046434,GO:0009166,GO:0009164,GO:0044281,GO:0046130,GO:1901363,GO:0071840,GO:1901361,GO:1901069,GO:0044710,GO:0016020,GO:0000166,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0046039,GO:0019439,GO:0003924,GO:0046128,GO:0046483,GO:0016818,GO:1901564,GO:1901565,GO:0005829,GO:0016817,GO:0042273,GO:0006163,GO:0019637,GO:0022607,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006807,GO:0003674,GO:0005488,GO:0006195,GO:1901265,GO:0000027,GO:1901575,GO:0042255,GO:0042254,GO:0016043,GO:0065003,GO:1901068,GO:1901360,GO:0032549,GO:0043021,GO:0017076,GO:0043022,GO:0005525,GO:0016787,GO:0009154,GO:0009150,GO:0009261,GO:0003824,GO:0008150,GO:0008152,GO:0006184,GO:0046700,GO:0036094,GO:0044270,GO:0097159,GO:0019001,GO:0044444,GO:1901292,GO:0032555,GO:0009117,GO:0006753,GO:0032550,GO:0032553,GO:0035639,GO:0044248,GO:0034641,GO:0034655,GO:0044424,GO:0009259,GO:0044699,GO:0043168,GO:0006139,GO:0042278,GO:0043167,GO:0032561,GO:0022618,GO:0022613,GO:0009987,GO:0006725,GO:0030312,GO:0055086,GO:1901136,GO:1901135,GO:0044464,GO:0005623,GO:0005622,GO:0043933,GO:0071944,GO:0019693,GO:0034622,GO:0009203,GO:0072523,GO:0001883,GO:0001882,GO:0071826,GO:0040007,GO:0016462,GO:0005618,GO:0071704,GO:0006152,GO:0017111,GO:0072521,GO:0044763,GO:0009116,GO:0005886,GO:0009119,GO:0070925,GO:0009056,GO:0006996,GO:0044238,GO:0044237,GO:0005737,GO:0005575,GO:1901657,GO:0006796,GO:0044085,GO:0006793,GO:1901658
WP_003515604.1	GO:0003824,GO:0051536,GO:0005515,
WP_003515606.1	GO:0003735,GO:0015934,GO:0006412
WP_003515607.1	GO:0008150,GO:0005840,GO:0040007
WP_003515609.1	GO:0005737,GO:0006085,GO:0000287,GO:0006082,GO:0008776,GO:0016310,GO:0016021,GO:0016301,GO:0044464,GO:0005623,GO:0016774,GO:0005575,GO:0016747,GO:0008152,GO:0044424,GO:0005622,GO:0005524
WP_003515613.1	GO:0006508,GO:0008233,GO:0005515,
WP_003515614.1	GO:0050567,GO:0003824,GO:0016740,GO:0016884,GO:0016874,GO:0006412,GO:0005524
WP_003515616.1	GO:0030956,GO:0050566,GO:0050567,GO:0040007,GO:0004040,GO:0016787,GO:0016740,GO:0008150,GO:0006412,GO:0005524
WP_003515618.1	GO:0050566,GO:0050567,GO:0016740,GO:0006450,GO:0006412,GO:0005524
WP_003515625.1	GO:0000287,GO:0003677,GO:0003911,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0005488,GO:0034645,GO:0016886,GO:1901576,GO:0005622,GO:0044699,GO:0005737,GO:0043169,GO:0051716,GO:0040007,GO:0044260,GO:0005618,GO:0016020,GO:0043167,GO:0071704,GO:0006266,GO:0006260,GO:1901360,GO:0046872,GO:0003909,GO:0006139,GO:0009987,GO:0006725,GO:0030312,GO:0006974,GO:0003824,GO:0006950,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0005623,GO:0006281,GO:0016874,GO:0055114,GO:0046483,GO:0006310,GO:0044238,GO:0051213,GO:0005829,GO:0044464,GO:0009058,GO:0044237,GO:0043170,GO:0005575,GO:0044444,GO:0071944,GO:0006259,GO:0033554,GO:0044424,GO:0044763,GO:0050896
WP_003515629.1	GO:0008745,GO:0016021,GO:0009253
WP_003515630.1	GO:0032502,GO:0016787,GO:0004222,GO:0000003,GO:0016021,GO:0043934,GO:0044767,GO:0003824,GO:0030436,GO:0008150,GO:0009847,GO:0006508,GO:0003674,GO:0008233,GO:0008152,GO:0019954,GO:0044699
WP_003515632.1	GO:0009536,GO:0005840,GO:0005829,GO:1990904,GO:0019843,GO:0003735,GO:0003723,GO:0005622,GO:0006412
WP_003515634.1	GO:0009360,GO:0003887,GO:0006260,GO:0003677,GO:0008168,GO:0032259,GO:0071897
WP_003515638.1	GO:0016740
WP_003515650.1	GO:0004252,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0008270,GO:0005515,GO:0005886,GO:0006508
WP_003515651.1	GO:0005737,GO:0006282,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044424
WP_003515653.1	GO:0009991,GO:0009432,GO:0006928,GO:0090304,GO:0034641,GO:0006807,GO:0003674,GO:0005488,GO:0003676,GO:0003677,GO:0005622,GO:1901363,GO:1901360,GO:0005737,GO:0006139,GO:0043566,GO:0005623,GO:0044260,GO:0071704,GO:0044699,GO:0008094,GO:0003697,GO:0005524,GO:0006310,GO:0071496,GO:0006281,GO:0009987,GO:0006725,GO:0051716,GO:0006974,GO:0006259,GO:0006950,GO:0008150,GO:0008152,GO:0007154,GO:0051179,GO:0046483,GO:0040011,GO:0044238,GO:0031668,GO:0009605,GO:0048870,GO:0097159,GO:0050896,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0051674,GO:0033554,GO:0044424,GO:0044763,GO:0003684
WP_003515656.1	GO:0015836,GO:0009252,GO:0071944,GO:0016020,GO:0044464,GO:0015648,GO:0005575,GO:0071555,GO:0008360,GO:0005623,GO:0005887,GO:0005886
WP_003515661.1	GO:0005737,GO:0005975,GO:0016616,GO:0016021,GO:0044464,GO:0019752,GO:0005622,GO:0005575,GO:0003824,GO:0005623,GO:0004459,GO:0044424,GO:0006096,GO:0055114,GO:0016491
WP_003515663.1	GO:0016887,GO:0005524
WP_003515665.1	GO:0016021
WP_003515667.1	GO:0016021
WP_003515668.1	GO:0016021,GO:0003677
WP_003515671.1	GO:0005737,GO:0004372,GO:0006545,GO:0044464,GO:0035999,GO:0005623,GO:0005622,GO:0005575,GO:0003824,GO:0019264,GO:0030170,GO:0044424,GO:0008168,GO:0032259
WP_003515677.1	GO:0016021
WP_003515678.1	GO:0006772,GO:0034227,GO:0072528,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0044283,GO:1901362,GO:1901360,GO:0072527,GO:0005737,GO:0004810,GO:0042723,GO:0000049,GO:0042724,GO:0071704,GO:0005524,GO:0018130,GO:0006767,GO:0006766,GO:0009229,GO:0009228,GO:1901576,GO:0009987,GO:0006725,GO:0044710,GO:0003824,GO:0009058,GO:0044711,GO:0008150,GO:0008152,GO:0044271,GO:0046483,GO:0016783,GO:1901564,GO:1901566,GO:0044272,GO:0044464,GO:0042364,GO:0044237,GO:0005622,GO:0005575,GO:0009110,GO:0006790,GO:0003723,GO:0044424,GO:0019438,GO:0044281
WP_003515680.1	GO:0005737,GO:0051537,GO:0008483,GO:0031071,GO:0006520,GO:0003824,GO:0009000,GO:0044571,GO:0030170,GO:0005509
WP_003515682.1	GO:0016021,GO:0035438
WP_003515683.1	GO:0006310,GO:0006281
WP_003515685.1	GO:0046434,GO:0009166,GO:0009164,GO:0044281,GO:0046130,GO:1901363,GO:0071840,GO:1901361,GO:0065003,GO:0044710,GO:0016020,GO:0000166,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0019439,GO:0003924,GO:0046128,GO:0046483,GO:0016818,GO:1901564,GO:1901565,GO:0019538,GO:0005829,GO:0016817,GO:0006163,GO:0019637,GO:0022607,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0000028,GO:0006807,GO:0003674,GO:0005488,GO:0003676,GO:0006195,GO:1901265,GO:0070181,GO:1901575,GO:0044260,GO:0042255,GO:0042254,GO:0016043,GO:1901069,GO:1901068,GO:1901360,GO:0032549,GO:0043021,GO:0017076,GO:0043024,GO:0005525,GO:0016787,GO:0009154,GO:0009150,GO:0009261,GO:0003824,GO:0043412,GO:0036211,GO:0008150,GO:0008152,GO:0006184,GO:0046700,GO:0036094,GO:0044270,GO:0097159,GO:0019001,GO:0044444,GO:0019003,GO:1901292,GO:0032555,GO:0009117,GO:0006753,GO:0032550,GO:0032553,GO:0035639,GO:0016310,GO:0044248,GO:0034641,GO:0034655,GO:0009259,GO:0044699,GO:0005737,GO:0006139,GO:0042274,GO:0042278,GO:0043167,GO:0032561,GO:0022618,GO:0022613,GO:0009987,GO:0006725,GO:0055086,GO:1901136,GO:1901135,GO:0044464,GO:0005623,GO:0043170,GO:0003723,GO:0019843,GO:0043933,GO:0071944,GO:0019693,GO:0034622,GO:0044424,GO:0072523,GO:0001883,GO:0001882,GO:0071826,GO:0040007,GO:0016462,GO:0071704,GO:0006152,GO:0006468,GO:0005622,GO:0046039,GO:0044267,GO:0017111,GO:0006464,GO:0072521,GO:0044763,GO:0009116,GO:0005886,GO:0009119,GO:0070925,GO:0009056,GO:0006996,GO:0044238,GO:0044237,GO:0043168,GO:0005575,GO:1901657,GO:0006796,GO:0044085,GO:0006793,GO:1901658
WP_003515686.1	GO:0051289,GO:0009164,GO:0009163,GO:0046134,GO:0046135,GO:1901362,GO:0046131,GO:0046132,GO:0046133,GO:0044710,GO:0071840,GO:0016020,GO:0046483,GO:0042455,GO:0042454,GO:1901564,GO:1901565,GO:1901566,GO:0016810,GO:0016814,GO:0009972,GO:0019439,GO:0019438,GO:0008270,GO:0022607,GO:0006807,GO:0003674,GO:0005488,GO:0046087,GO:1901576,GO:1901575,GO:0046914,GO:0016043,GO:0065003,GO:0019239,GO:1901360,GO:1901361,GO:0044281,GO:0018130,GO:0016787,GO:0043169,GO:0004126,GO:0003824,GO:0008150,GO:0008152,GO:0034654,GO:0034655,GO:0046700,GO:0043094,GO:0044271,GO:0044270,GO:0008655,GO:0006216,GO:0006213,GO:0070271,GO:0044248,GO:0044249,GO:0034641,GO:0047844,GO:0006139,GO:0043167,GO:0009987,GO:0006725,GO:0055086,GO:0051259,GO:0046872,GO:1901137,GO:1901136,GO:1901135,GO:0044464,GO:0005623,GO:0043933,GO:0072528,GO:0072529,GO:0071944,GO:0072527,GO:0071822,GO:0051260,GO:0051262,GO:0071704,GO:0043100,GO:0006461,GO:0046109,GO:0046108,GO:0009058,GO:0009116,GO:0005886,GO:0009119,GO:0009056,GO:0044238,GO:0044237,GO:0005575,GO:1901657,GO:0044085,GO:1901658,GO:1901659
WP_003515687.1	GO:0016151,GO:0009628,GO:0016310,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0005488,GO:0034645,GO:0034660,GO:0005622,GO:0071840,GO:0005737,GO:0006139,GO:0044260,GO:0042274,GO:0016021,GO:0004521,GO:0042254,GO:0043167,GO:0071704,GO:0010467,GO:0006364,GO:0022613,GO:0006508,GO:0046872,GO:0090502,GO:0016301,GO:0034470,GO:0043169,GO:0009987,GO:0006725,GO:0004222,GO:0006950,GO:0009059,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0044267,GO:0046483,GO:0016070,GO:0044238,GO:0016072,GO:0046914,GO:0008654,GO:0019538,GO:0050896,GO:0044464,GO:0009058,GO:0005623,GO:0043170,GO:0005575,GO:0044085,GO:1901576,GO:0044424,GO:0044237,GO:1901360,GO:0006412,GO:0006396,GO:0008270
WP_003515688.1	GO:0016787,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0016747,GO:0005886
WP_003515690.1	GO:0005737,GO:0016020,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0071944,GO:0003723,GO:0005886,GO:0044424,GO:0005524
WP_003515692.1	GO:0032502,GO:0005575,GO:0000003,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0043934,GO:0044767,GO:0030436,GO:0071944,GO:0008150,GO:0005886,GO:0019954,GO:0044699
WP_003515696.1	GO:0005975,GO:0016998,GO:0016810,GO:0016798,GO:0003824,GO:0016021
WP_003515698.1	GO:0016021
WP_003515705.1	GO:0016779,GO:0005975,GO:0071704,GO:0009058,GO:0016868
WP_003515708.1	GO:2001070
WP_003515712.1	GO:0006413,GO:0003743
WP_003515719.1	GO:0030435,GO:0016757,
WP_003515721.1	GO:0044249,GO:0003674,GO:0034645,GO:0008460,GO:0045226,GO:1901576,GO:0044264,GO:0044262,GO:0044260,GO:0016829,GO:0071704,GO:0043170,GO:0046379,GO:0009225,GO:0009987,GO:0000271,GO:0034637,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0044723,GO:0044238,GO:0033692,GO:0005975,GO:0005976,GO:0016835,GO:0003824,GO:0044237,GO:0016051,GO:0016836
WP_003515727.1	GO:0003676
WP_003515729.1	GO:0046872
WP_003515732.1	GO:0090502,GO:0044464,GO:0016021,GO:0016020,GO:0004521,GO:0005623,GO:0005575,GO:0071944,GO:0003723,GO:0003676,GO:0005886,GO:0006402
WP_003515733.1	GO:0006310,GO:0005524,GO:0006281
WP_003515736.1	GO:0004477,GO:0035999,GO:0004488,GO:0003824,GO:0006164,GO:0000105,GO:0009086,GO:0055114
WP_003515738.1	GO:0003824,GO:0051536,GO:0005506,
WP_003515746.1	GO:0005737,GO:0004252,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044424,GO:0006508
WP_003515752.1	GO:0016021
WP_003515756.1	GO:0016021
WP_003515758.1	GO:0016021
WP_003515760.1	GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0005886,GO:0009986
WP_003515762.1	GO:0015627,GO:0009306,GO:0016021,GO:0016020,GO:0005575,GO:0005886,GO:0098776
WP_003515764.1	GO:0006810,GO:0009987,GO:0006928,GO:0044763,GO:0044699,GO:0008150,GO:0005524
WP_003515767.1	GO:0005737,GO:0006810,GO:0015628,GO:0015627,GO:0016887,GO:0005524,GO:0009297
WP_003515789.1	GO:0004252,GO:0006508
WP_003515791.1	GO:0018106,GO:0000155,GO:0016310,GO:0005524,GO:0007165,GO:0000160,GO:0016772,GO:0023014
WP_003515794.1	GO:0000155,GO:0016021,GO:0016310,GO:0007165,GO:0004871,GO:0000160,GO:0016772,GO:0023014
WP_003515795.1	GO:0043565,GO:0003700,GO:0000160,GO:0006355,GO:0003677
WP_003515797.1	GO:0006865
WP_003515799.1	GO:0006810,GO:0005215,GO:0016021,GO:0016020,GO:0022857,GO:0005886,GO:0055085
WP_003515800.1	GO:0006810,GO:0005215,GO:0016021,GO:0016020,GO:0015658,GO:0005886,GO:0015803,GO:0055085
WP_003515802.1	GO:0016021,GO:0015803,GO:0015658,GO:0016887,GO:0005886,GO:0055085,GO:0005524
WP_003515803.1	GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0031263,GO:0009161,GO:0009128,GO:0046130,GO:1901360,GO:0009169,GO:0044710,GO:0008509,GO:0009199,GO:0046483,GO:0009207,GO:0009205,GO:0009203,GO:0015849,GO:0015711,GO:0046128,GO:0042454,GO:0016818,GO:1901564,GO:1901565,GO:0016817,GO:0006163,GO:0005524,GO:0019439,GO:0015405,GO:0044281,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006807,GO:0003674,GO:0016887,GO:0006195,GO:1901575,GO:0017111,GO:0042623,GO:0006200,GO:0015399,GO:0019637,GO:1901361,GO:0022804,GO:0016787,GO:0006810,GO:0009158,GO:0006811,GO:0009154,GO:0009150,GO:0009261,GO:0003824,GO:0008150,GO:0008152,GO:0034655,GO:0051234,GO:0022891,GO:0022892,GO:0044270,GO:0043492,GO:0015075,GO:0016462,GO:1901292,GO:0009117,GO:0006753,GO:0015171,GO:0005342,GO:0006865,GO:0044248,GO:0034641,GO:0015837,GO:0009123,GO:0009126,GO:0009259,GO:0044699,GO:0009125,GO:0006139,GO:0016820,GO:0046034,GO:0042278,GO:0005215,GO:0009987,GO:0006725,GO:0006820,GO:0015803,GO:0055085,GO:0055086,GO:1901136,GO:1901135,GO:0046700,GO:0003333,GO:0015424,GO:0019693,GO:0072521,GO:0072523,GO:0022857,GO:0071705,GO:0071704,GO:0071702,GO:0006152,GO:0005275,GO:0042626,GO:0034220,GO:0044765,GO:0044763,GO:0009116,GO:0009119,GO:0009056,GO:0051179,GO:0046943,GO:0046942,GO:0044238,GO:0008514,GO:0044237,GO:1901657,GO:0006796,GO:0006793,GO:1901658
WP_003515805.1	GO:0005737,GO:0009039,GO:0016151,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044424,GO:0043419,GO:0019627
WP_003515807.1	GO:0005737,GO:0009039,GO:0016151,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044424,GO:0043419
WP_003515809.1	GO:0016151,GO:0009267,GO:0009039,GO:0009991,GO:0006807,GO:0003674,GO:0005488,GO:0042594,GO:0007154,GO:0035550,GO:0044699,GO:0005737,GO:0043169,GO:0051716,GO:0040007,GO:0043562,GO:0016021,GO:0043167,GO:0046872,GO:0016787,GO:0071496,GO:0009987,GO:0003824,GO:0006950,GO:0006995,GO:0008150,GO:0008152,GO:0043419,GO:0043234,GO:0031668,GO:0031669,GO:0032991,GO:0046914,GO:0009605,GO:0016810,GO:0016811,GO:0044464,GO:0031667,GO:0005623,GO:0005622,GO:0005575,GO:0044444,GO:0033554,GO:0044424,GO:0044763,GO:0050896
WP_003515811.1	GO:0005737,GO:0016787,GO:0016151,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0006807,GO:0044424
WP_003515812.1	GO:0005737,GO:0016151,GO:0044464,GO:0003924,GO:0005623,GO:0005622,GO:0005575,GO:0006807,GO:0009405,GO:0044424,GO:0042802,GO:0005525
WP_003515814.1	GO:0005737,GO:0016151,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0006807,GO:0044424
WP_003515816.1	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0045892,GO:0003677,GO:0044424
WP_003515817.1	GO:0008658,GO:0008800,GO:0008745,GO:0016021,GO:0017001,GO:0046677,GO:0009253
WP_003515819.1	GO:0003700,GO:0016987,GO:0006355,GO:2000142,GO:0006352,GO:0003677
WP_003515820.1	GO:0016021
WP_003515828.1	GO:0000160,GO:0016021,GO:0009190,GO:0016787
WP_003515830.1	GO:0008745,GO:0016021,GO:0042834,GO:0009253
WP_003515832.1	GO:0016020,GO:0071944,GO:0044699,GO:0016021,GO:0000041,GO:0044425,GO:0015675,GO:0005524,GO:0006812,GO:0006811,GO:0006810,GO:0044765,GO:0030001,GO:0005886,GO:0051234,GO:0051179,GO:0043234,GO:0043190,GO:0032991,GO:0044464,GO:0005623,GO:0005575,GO:0008150
WP_003515833.1	GO:0043190,GO:0006824,GO:0005887,
WP_003515836.1	GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0016887,GO:0005886,GO:0005524
WP_003515837.1	GO:0005975,GO:0008061,GO:0004553
WP_003515841.1	GO:0016887,GO:0005524,GO:0003677
WP_003515843.1	GO:0005737,GO:0003700,GO:0016021,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0045892,GO:0003677,GO:0044424,GO:0048037,GO:0051775
WP_003515844.1	GO:0005737,GO:0003824,GO:0009423,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0016765,GO:0003674,GO:0008152,GO:0044424,GO:0008150,GO:0009073,GO:0003866
WP_003515847.1	GO:0005737,GO:0006571,GO:0009423,GO:0008977,GO:0004665,GO:0055114,GO:0003866
WP_003515849.1	GO:0016832,GO:0003824,GO:0009058,GO:0003849,GO:0009073
WP_003515850.1	GO:0005737,GO:0006414,GO:0005618,GO:0003924,GO:0016020,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0071944,GO:0005886,GO:0044424,GO:0003746,GO:0030312,GO:0005525
WP_003515852.1	GO:0080090,GO:0019222,GO:0031326,GO:0031323,GO:0003674,GO:0001071,GO:0003677,GO:0050789,GO:2000112,GO:0019219,GO:0065007,GO:0010468,GO:0060255,GO:0009889,GO:0050794,GO:0006950,GO:0008150,GO:0051171,GO:2001141,GO:0003700,GO:0051252,GO:0006355,GO:0010556
WP_003515853.1	GO:0016310,GO:0016301,GO:0005515,GO:0008168,GO:0032259
WP_003515854.1	GO:0006468,GO:0016772,GO:0016301,GO:0004111,GO:0016775,GO:0046314,GO:0003824,GO:0006950,GO:0004672,GO:0005524
WP_003515855.1	GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0009292,GO:0009294,GO:1901360,GO:0009169,GO:0044710,GO:0016020,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:0046483,GO:0016818,GO:1901564,GO:1901565,GO:0019538,GO:0005829,GO:0034641,GO:0006163,GO:0019637,GO:0044464,GO:0006457,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0016817,GO:0006807,GO:0003674,GO:0005488,GO:0016887,GO:0006195,GO:0044267,GO:1901575,GO:0044260,GO:0046130,GO:0006200,GO:1901361,GO:0005524,GO:0016787,GO:0009158,GO:0009154,GO:0009150,GO:0009261,GO:0019439,GO:0008150,GO:0008152,GO:0034655,GO:0046700,GO:0044270,GO:0003824,GO:0016462,GO:0044444,GO:1901292,GO:0006753,GO:0044248,GO:0009128,GO:0009123,GO:0044424,GO:0009126,GO:0009259,GO:0009125,GO:0005737,GO:0006139,GO:0042278,GO:0009987,GO:0006725,GO:0030312,GO:0055086,GO:1901136,GO:1901135,GO:0044183,GO:0005623,GO:0043170,GO:0005515,GO:0071944,GO:0019693,GO:0072521,GO:0072523,GO:0040007,GO:0005618,GO:0071704,GO:0006152,GO:0051704,GO:0005622,GO:0017111,GO:0044764,GO:0009117,GO:0009116,GO:0005886,GO:0009119,GO:0009056,GO:0044238,GO:0044237,GO:0005575,GO:1901657,GO:0006796,GO:0006793,GO:1901658
WP_003515856.1	GO:0016021,GO:0016757
WP_003515869.1	GO:0003824,GO:0005975,GO:0030246,
WP_003515871.1	GO:0004176,GO:0004252,GO:0016310,GO:0008094,GO:0090304,GO:0034641,GO:0006807,GO:0005623,GO:0003677,GO:0008168,GO:0005622,GO:0009295,GO:1901360,GO:0005737,GO:0006139,GO:0051716,GO:0000725,GO:0071704,GO:0044699,GO:0006508,GO:0032259,GO:0005524,GO:0016301,GO:0006281,GO:0009987,GO:0006725,GO:0006974,GO:0006259,GO:0006950,GO:0008150,GO:0008152,GO:0046483,GO:0006310,GO:0044238,GO:0046872,GO:0044260,GO:0003684,GO:0050896,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0044444,GO:0033554,GO:0044424,GO:0044763,GO:0005829
